"","psi.pred[1, 1].mean","psi.pred[1, 2].mean","psi.pred[1, 3].mean","psi.pred[1, 4].mean","psi.pred[1, 5].mean","psi.pred[1, 6].mean","psi.pred[1, 7].mean","psi.pred[1, 8].mean","psi.pred[1, 9].mean","psi.pred[1, 10].mean","psi.pred[1, 11].mean","psi.pred[1, 12].mean","psi.pred[2, 1].mean","psi.pred[2, 2].mean","psi.pred[2, 3].mean","psi.pred[2, 4].mean","psi.pred[2, 5].mean","psi.pred[2, 6].mean","psi.pred[2, 7].mean","psi.pred[2, 8].mean","psi.pred[2, 9].mean","psi.pred[2, 10].mean","psi.pred[2, 11].mean","psi.pred[2, 12].mean","psi.pred[1, 1].sd","psi.pred[1, 2].sd","psi.pred[1, 3].sd","psi.pred[1, 4].sd","psi.pred[1, 5].sd","psi.pred[1, 6].sd","psi.pred[1, 7].sd","psi.pred[1, 8].sd","psi.pred[1, 9].sd","psi.pred[1, 10].sd","psi.pred[1, 11].sd","psi.pred[1, 12].sd","psi.pred[2, 1].sd","psi.pred[2, 2].sd","psi.pred[2, 3].sd","psi.pred[2, 4].sd","psi.pred[2, 5].sd","psi.pred[2, 6].sd","psi.pred[2, 7].sd","psi.pred[2, 8].sd","psi.pred[2, 9].sd","psi.pred[2, 10].sd","psi.pred[2, 11].sd","psi.pred[2, 12].sd","psi.pred[1, 1].LCI","psi.pred[1, 2].LCI","psi.pred[1, 3].LCI","psi.pred[1, 4].LCI","psi.pred[1, 5].LCI","psi.pred[1, 6].LCI","psi.pred[1, 7].LCI","psi.pred[1, 8].LCI","psi.pred[1, 9].LCI","psi.pred[1, 10].LCI","psi.pred[1, 11].LCI","psi.pred[1, 12].LCI","psi.pred[2, 1].LCI","psi.pred[2, 2].LCI","psi.pred[2, 3].LCI","psi.pred[2, 4].LCI","psi.pred[2, 5].LCI","psi.pred[2, 6].LCI","psi.pred[2, 7].LCI","psi.pred[2, 8].LCI","psi.pred[2, 9].LCI","psi.pred[2, 10].LCI","psi.pred[2, 11].LCI","psi.pred[2, 12].LCI","psi.pred[1, 1].UCI","psi.pred[1, 2].UCI","psi.pred[1, 3].UCI","psi.pred[1, 4].UCI","psi.pred[1, 5].UCI","psi.pred[1, 6].UCI","psi.pred[1, 7].UCI","psi.pred[1, 8].UCI","psi.pred[1, 9].UCI","psi.pred[1, 10].UCI","psi.pred[1, 11].UCI","psi.pred[1, 12].UCI","psi.pred[2, 1].UCI","psi.pred[2, 2].UCI","psi.pred[2, 3].UCI","psi.pred[2, 4].UCI","psi.pred[2, 5].UCI","psi.pred[2, 6].UCI","psi.pred[2, 7].UCI","psi.pred[2, 8].UCI","psi.pred[2, 9].UCI","psi.pred[2, 10].UCI","psi.pred[2, 11].UCI","psi.pred[2, 12].UCI","int.p.mean","int.psi.mean","beta.site.type[2].mean","beta.year.mean","beta.year2.mean","int.p.sd","int.psi.sd","beta.site.type[2].sd","beta.year.sd","beta.year2.sd","int.p.LCI","int.psi.LCI","beta.site.type[2].LCI","beta.year.LCI","beta.year2.LCI","int.p.UCI","int.psi.UCI","beta.site.type[2].UCI","beta.year.UCI","beta.year2.UCI","WAIC","R.hat"
"1",0.758016962337835,0.806818818195336,0.843970076133775,0.872525640161806,0.895886421476517,0.915822976801855,0.932673246884089,0.946083985293376,0.955662696585582,0.961209074304316,0.962476583268564,0.95873744403859,0.827571590029899,0.865186473305845,0.891548934369627,0.91124750780383,0.927424946799929,0.941424433152231,0.953410522529875,0.963054688590911,0.970045659066058,0.974255684043841,0.975547744340341,0.973368757463059,0.138501440484818,0.0899231048004465,0.0644907607935173,0.0542808547430021,0.0484271578651869,0.0423156858101537,0.0360972293899569,0.0315334509134837,0.030161408701091,0.0330072372174633,0.0417649693517964,0.0601449826503765,0.113205049860395,0.0764103701471703,0.0594970309375027,0.0518688387895353,0.0460235999597432,0.0395107948019398,0.0327704937982373,0.0272211116987761,0.0241021135237813,0.0242475952524328,0.0288334163864492,0.0407679592750276,0.435734728623587,0.60116212885109,0.695928967827199,0.745141232540632,0.778845111147615,0.811513778442087,0.842285192886662,0.866929486481469,0.878853713513956,0.874282175980937,0.844894316411579,0.78120296582335,0.548775384609489,0.680392385416538,0.745447186562322,0.780929781677001,0.809362460067478,0.838960105494932,0.867512558413762,0.892159947690082,0.906725632073526,0.908412963529279,0.894214830895109,0.854982402863676,0.956844678270946,0.944357852476511,0.943702328627304,0.953926278425113,0.96545263738897,0.974545551433647,0.981487728637957,0.987209951862187,0.992641789278021,0.996563017404048,0.998722277365665,0.999614424141223,0.975427067954373,0.971184736480359,0.97391840746006,0.979933305593376,0.985387231048269,0.98921314811512,0.991910410062012,0.994254422351893,0.996413131169154,0.998157517066194,0.999272973623863,0.999767603467131,-0.750541385913983,2.63944213209861,0.485260296541121,0.929341818417673,0.0390810459381566,0.420693570156064,0.571055608568834,0.656509827515903,0.544020508987796,0.504225560801426,-1.49315442261733,1.57380883450183,-0.777539029407831,-0.0324137140444278,-0.908968662865444,0.196821445551859,3.80495046551066,1.82497638586648,2.09119797335422,1.06986893839998,2563.57198446464,1.00657230338633
"2",0.167141000220089,0.297934397895941,0.480942827719924,0.659060342538167,0.786594885159509,0.864473227650435,0.909537544866449,0.934970040789154,0.948307493687491,0.953090146140081,0.949784987260697,0.93551938748197,0.263280964904532,0.444013795828499,0.641279877189169,0.78812541931828,0.875009909612615,0.922921437794394,0.949345329661556,0.963957105503692,0.971594101891467,0.974413189950735,0.97268994954731,0.964451412551299,0.150605697750314,0.150152998414935,0.132770475290103,0.106086869178939,0.0812255746008012,0.0607453230939402,0.0455553452938563,0.0359359555197674,0.0318677498299336,0.0340248440984525,0.0453147024771629,0.0732171196537229,0.177998899876446,0.164332776601645,0.128852665505077,0.093127987682228,0.0662698368863229,0.0471399087149227,0.0341211763884899,0.0259951939272199,0.0220139170714496,0.0222024886659142,0.0282179391401297,0.0455784216479193,0.0192928592007671,0.084268016743018,0.240772711648918,0.440918845903263,0.605969604291615,0.72472853870862,0.800476483430013,0.847206231095465,0.869436280408487,0.866027549011851,0.829388460734474,0.729946479717663,0.0431882864332373,0.164334586909078,0.379438757944326,0.577992112269556,0.714233813316304,0.804527061131973,0.862086675224875,0.896174608097879,0.914125896139579,0.915482459848655,0.894766669790887,0.832923245026404,0.594522841528712,0.666740587739988,0.757214960342292,0.849317635422944,0.918844282653621,0.95571858492364,0.973740415044119,0.983404247857697,0.989846938536785,0.994139683300159,0.997053205393731,0.998661374677529,0.732439336937238,0.796882894631805,0.874536007517036,0.936312897154419,0.968485319737785,0.983686530505685,0.990569976667479,0.993957071050247,0.996057349686465,0.997593898408269,0.998687155946157,0.999358623926497,-1.29880549008134,2.20748541400249,0.712916601800282,1.73309442722765,-0.638098489684401,0.478691730244602,0.557970781741637,0.626946346338063,0.499140583510887,0.503300799100162,-2.225037130242,1.19069721216146,-0.49618104496554,0.827369224454475,-1.56080990559873,-0.325920289970461,3.34954362846986,1.96792745050365,2.78778052206469,0.414482320463682,1784.40172082884,1.00561303332756
"3",0.986796516570124,0.980677297618926,0.970213486673702,0.955202730908555,0.938727110090735,0.927397953840306,0.927097642980196,0.937972173011224,0.954318215799557,0.969470679704671,0.980176396179514,0.986510524295467,0.993090157998024,0.98972013387466,0.983873945988485,0.975351918317111,0.965836978130908,0.959202187130707,0.959031779673458,0.965420535691649,0.974891799201778,0.983523033549063,0.989517985767599,0.993008376726568,0.0269379361270337,0.0263095987874984,0.0283119041321416,0.0321550695912279,0.037196203672787,0.0413669285092282,0.0415633982584335,0.0376866694557297,0.0327104337877248,0.0286654168037498,0.0262108429617227,0.0262514866428638,0.0158435964316503,0.0163427546598757,0.019127289071623,0.0239496917251021,0.0300260465981801,0.0346984455149892,0.0348487968893735,0.0303573074113407,0.0242067107721845,0.0191497251607292,0.016103567464153,0.0153756082299152,0.912378916777396,0.905479083771107,0.892612663800703,0.873300394708472,0.845433381530103,0.824270358323591,0.823328065450948,0.842951585819252,0.869269800241711,0.89149203867426,0.905650720991566,0.911674338864663,0.95172384048004,0.943877015531998,0.929863236630597,0.909932250476437,0.884681747556598,0.866619635242812,0.866609730188001,0.884006508896467,0.908253610805922,0.930051659071634,0.945038024915412,0.95309646742797,0.999947455648664,0.99956681182578,0.997736832887186,0.992934761919374,0.98639675035538,0.982069716140669,0.982193645623485,0.9866389995192,0.992975222002343,0.997743081381255,0.999553689126065,0.999944923824741,0.999979569270837,0.999845028993675,0.999270204920248,0.998007004219317,0.99644644795813,0.995419773430187,0.995478329255333,0.996430908935795,0.998005202379478,0.999272024918321,0.999837503224797,0.999978410226937,-0.00546324759588558,2.67935356819203,0.789104083231307,-0.0145764518849217,1.29487758634514,0.278588596263599,0.624049888769709,0.809506652201609,0.709368010768259,0.732274725124165,-0.56087632465424,1.51764792041879,-0.738206359093721,-1.38790787905727,-0.0395622276778485,0.539433574869784,3.97405122402855,2.4416077213232,1.38248532172047,2.82119205054494,3067.55766310942,1.02249637185199
"4",0.404777049327074,0.467303172431347,0.530261193612084,0.581729172948348,0.617308453231803,0.638440614743229,0.646881275463246,0.641861476989761,0.619775188502345,0.577290790171357,0.518176697390549,0.455391623791092,0.434559067682467,0.503267582901235,0.568101369138206,0.617944901814722,0.651045333132147,0.670372385416048,0.678171313938638,0.67380066055559,0.653438977925808,0.612379990542818,0.551612065562765,0.48317511667444,0.278174013782349,0.231424458600387,0.187820158770927,0.160484797872438,0.149071686197231,0.144576374193069,0.142530174792129,0.146857666881026,0.166356952582813,0.205457347511707,0.257479857043752,0.307965863354321,0.274612796884157,0.228345758705173,0.189638927434356,0.168288768672456,0.160223123142014,0.156874191035374,0.154716092705564,0.157039988896309,0.171548708399459,0.204177573442456,0.252554048916564,0.304066183905526,0.0437410157201931,0.115271221144408,0.207647866442736,0.283847923397449,0.327915692605328,0.351434943899137,0.360042534630493,0.349356209866558,0.306877018079001,0.228097945738453,0.123945152302829,0.0459931621155286,0.0544566612677653,0.134785285918214,0.22987942262225,0.298514342230707,0.334027372767394,0.354025795127035,0.362000577518658,0.358617250097526,0.319782108602647,0.2472277988017,0.146515922955445,0.059806657014984,0.979794418965431,0.952850354744323,0.916048915424692,0.892880700260912,0.88986529795414,0.894169653528347,0.895035721372556,0.899996788764969,0.926237868138357,0.96227675907952,0.986335840676342,0.99598352328842,0.983590916174289,0.963016766232125,0.940236515981236,0.931155976805836,0.933239785967808,0.93704555258563,0.937349912226332,0.93810171659214,0.949469764169813,0.971910189185743,0.988973005596761,0.996885978792914,-3.12641313316822,0.662861277744423,0.190873647801413,0.139412074354545,-0.37416113902996,0.642299657715483,0.697932425915141,0.718788441991127,0.576537355848411,0.769043632401707,-4.13535121353063,-0.587363091824529,-1.20438625018415,-0.906673791094774,-1.58544858207858,-1.49473386679083,2.1404469871588,1.63695233981014,1.45598545339122,1.51044066683497,343.543462059213,1.0051961170508
"5",0.653428289061052,0.689608568655986,0.719080893850889,0.739235282012413,0.751620948463827,0.759375734588338,0.764683222874333,0.76762849290792,0.76620605300911,0.757286633561545,0.738604973835861,0.711119364587092,0.795873020700013,0.832023144604627,0.855717632138254,0.869635573653078,0.877853290730515,0.88354522941108,0.888367276567124,0.892296723003687,0.893723338015275,0.889760646013484,0.876647729822287,0.850919995878069,0.262167525538185,0.210979484474115,0.167566185075437,0.137940560240489,0.121621005511754,0.115195817115701,0.115565436924352,0.122197398402813,0.137353584184264,0.164153257635311,0.203693613040897,0.251962586175607,0.190114426880935,0.140565240380776,0.109258569691164,0.0927977605085757,0.0842416762749328,0.0787376513625491,0.0741762013974782,0.0711631376662338,0.0728168742733362,0.0838445143596705,0.109839982163248,0.155081486144777,0.142151710873445,0.259119816915629,0.366117235649086,0.438916642460344,0.482571822949647,0.501185726039865,0.50383091131399,0.493515193591555,0.4609320391529,0.396434489652193,0.28925704809342,0.170363082311528,0.334972948131539,0.494231684309133,0.595483187270796,0.643616833452617,0.668357685318748,0.687190730397884,0.702963416934522,0.713874114740742,0.712262376270741,0.679234811476263,0.59781829859552,0.442974677606721,0.997267199562825,0.990986212877337,0.977429169520092,0.95781647144117,0.942674572589568,0.937313828625123,0.942100739922892,0.952762981845509,0.968011126401467,0.983423039582709,0.993163937367362,0.997772762565395,0.999127601463812,0.997248458531081,0.993602711858363,0.989049757772241,0.985033086287038,0.982975891318737,0.982587944322722,0.983627522055175,0.986923202316931,0.99247550569359,0.996729430709284,0.998928168888217,-2.56240507258927,1.28361345843272,1.00127153420572,0.133940834711693,0.0225326291362031,0.796717407724263,0.694063845343245,0.797160112383918,0.716713472372683,0.676392654393491,-3.81274194687633,0.0244734226525327,-0.55353436057226,-1.36654139988079,-1.118037619903,-0.701669237214875,2.7400812512198,2.58594807086446,1.56083859619169,1.54894479477207,628.644933286988,1.01267113189977
"6",0.80597401048751,0.817708744328549,0.826462440422238,0.834323088401907,0.843178294619329,0.854090063293892,0.867122239444805,0.881428898346527,0.895535594115277,0.907783026583805,0.916748807192987,0.921422985749812,0.669492000201692,0.678274530331341,0.686909346753121,0.696961409299352,0.709927472138181,0.726670437118888,0.747219580056633,0.770663791098395,0.795108798430719,0.817945413085497,0.836536004546311,0.848967681458464,0.115527703834076,0.0849238888629087,0.0671398958696286,0.0601620279610487,0.058353697164532,0.0567530231118806,0.0535419419195773,0.0496120241789731,0.0472904829341164,0.0488149749462215,0.0555063187460062,0.0683946901431225,0.155366086223897,0.122275364529492,0.104068896285063,0.0991747096893244,0.0999372268525841,0.0999033950476153,0.0967202339296242,0.0913934283390943,0.0872028860530403,0.0880860268776965,0.0965462866854264,0.113145534895002,0.530218191980434,0.624649226508562,0.674608246472071,0.697127250495766,0.710026202894659,0.72418953494963,0.74332763184255,0.765120235842814,0.784410736395517,0.79129012379829,0.779051477826703,0.740375975779066,0.342988012953396,0.424778079562938,0.470706725817237,0.489188476339236,0.497825901918112,0.510780458057376,0.534018303190786,0.569422050358651,0.60364816186673,0.62223258112034,0.611857597415026,0.568885213299541,0.966863429121314,0.948667320532912,0.93535715772227,0.932075331599607,0.935765327867317,0.942417593294103,0.949360725027369,0.956908516270116,0.966884646261214,0.978882009987995,0.989172964260497,0.995375597104486,0.92759667684535,0.894307363351003,0.875157059846739,0.873765575840585,0.88486963612181,0.89906030259464,0.911809268895471,0.924451908866062,0.940292054420151,0.960226472566093,0.978416107631939,0.990362241150623,-1.73322466317863,1.8965042683952,-0.800709316942875,0.412350672559038,0.148854416415409,0.290431883802185,0.474019385241533,0.547537387304905,0.379565083876244,0.382200160156123,-2.2732358155081,1.00623553792752,-1.87182724541188,-0.277114258594298,-0.548137101538054,-1.11921990815586,2.85875138108713,0.288261650538333,1.21772356843949,0.956490984768494,1593.64762650234,1.00079884577859
"7",0.852016051392829,0.881949503367384,0.900550308142865,0.908237426014084,0.908971563904249,0.907534853719395,0.907891914966593,0.911765286139472,0.918224125924826,0.924560834003338,0.927559642613876,0.924175998414808,0.824556685615766,0.854516624106723,0.875348735773514,0.885769095413533,0.8887662419662,0.888905745076405,0.890169800260203,0.894402959414781,0.90087857773785,0.907010437323877,0.909487413735045,0.905171916263917,0.193211831234089,0.132811599647345,0.0884341912060027,0.0616997963929339,0.0489957438010876,0.0466670683196169,0.0486057420471646,0.050076839322877,0.0508516213876391,0.0536716503758238,0.0629705089552177,0.0846046392400416,0.227742029109928,0.170323724702663,0.124205837983429,0.0941973896638034,0.0785388615464436,0.0733728522468697,0.0731061154285591,0.0732407118118149,0.0731086017312598,0.0755332938696382,0.0856531776398068,0.109207557793013,0.335846614783766,0.536531875918659,0.683058140738032,0.761428481528079,0.792066498016077,0.795841680099878,0.788344907378679,0.787077494815185,0.789686037410787,0.789846693606675,0.766027304532359,0.689005517517222,0.246813747714089,0.419129187590961,0.563845710200969,0.652719992999646,0.697563222371545,0.711236891153559,0.711688685720161,0.713780854686509,0.718511641790321,0.717963241581324,0.687706269710203,0.607116736942485,0.999764747870214,0.998777965180251,0.9953836926387,0.987930764141669,0.978041630027892,0.973456111726055,0.974850899146976,0.978835291662066,0.985222744662746,0.992818693960617,0.997591678617181,0.999426135954907,0.999838898195644,0.999165155655126,0.997036962342718,0.992892717113764,0.988437412986762,0.986093819827752,0.986085375376075,0.988471710352567,0.992225193586262,0.996033486155877,0.998608544705223,0.999640950180192,-2.39481653949833,2.41181885215901,-0.0829384592357117,0.0516459059023788,0.356310516234976,0.327405922479357,0.581109124175495,0.803863363627966,0.764920448803441,0.801101119565273,-2.9942331165541,1.34106140944383,-1.52394427649797,-1.53925936564019,-0.984708507175775,-1.68968713439068,3.60685807075544,1.6423485803405,1.44093057830598,2.06949202361975,1208.23948593211,1.00491716541257
"8",0.577095979004999,0.671061381105934,0.746705120634217,0.802130923039835,0.841812225890265,0.870353179952305,0.890627887831002,0.903982736552915,0.91070438918815,0.910165995489484,0.900602745637943,0.87907255506827,0.489942129952034,0.583633312727684,0.66623129763816,0.731435088661112,0.78061429652996,0.817279458864714,0.844080270702538,0.862264708874701,0.871934771802339,0.872240786832759,0.861354927061989,0.836911556704621,0.162555286843857,0.113716778751199,0.0827321213068456,0.0680072451059104,0.0594930379269981,0.0522541770420395,0.0463508654272133,0.0436742435684849,0.0462818306929029,0.0563066634229968,0.077195783139306,0.113916124182706,0.173931632474746,0.136150051639406,0.110862136895312,0.0973694900338861,0.0879945089623155,0.0789565006849456,0.0708716607241305,0.0663409430800552,0.068326236222023,0.0796758026769205,0.103783559401345,0.143949194693962,0.254817063106394,0.432604065191449,0.568450297576184,0.650964462906341,0.705422904622734,0.750328223750638,0.782788741492478,0.802106309443641,0.801536222081956,0.776056118288834,0.708785968765795,0.582924408167348,0.178506931615403,0.315448053283246,0.43530308405236,0.519300224504027,0.582980464997698,0.634864407042999,0.679414633990215,0.707031044229913,0.712693865236162,0.685875068033023,0.614228566110566,0.48229060090357,0.871944123808468,0.870098195858954,0.887235164753152,0.91319362602934,0.936369937082543,0.951525743211408,0.961338874040144,0.969514250520152,0.979097907149287,0.987948073170376,0.994064168809862,0.997497971142165,0.834469177439723,0.839494424611964,0.865172530819484,0.897453400769227,0.922887308404274,0.940510191217483,0.952477816223101,0.961959835946349,0.97275671631129,0.983865528647345,0.9919852231841,0.99647938548432,-1.7466343790174,2.09163775626114,-0.393078242554227,0.728805137624387,-0.268701303774782,0.322911900993284,0.483864943934643,0.561076417243273,0.459400732865079,0.437979510939619,-2.34905883247766,1.19653346393862,-1.48468814456595,-0.0293586791863571,-1.04833461830521,-1.06631722817449,3.09642365564633,0.728300293186066,1.7663312690684,0.675926441486698,1563.77304973857,1.01551225020401
"9",0.798601917099585,0.804688222113267,0.809404672425845,0.815036150482274,0.824068860483803,0.83809681693994,0.857040499102043,0.878979207757998,0.900809926934018,0.919529798041184,0.933307801728147,0.941611257826443,0.770981708180829,0.775368796992509,0.778989412797787,0.784190040992406,0.793479240472714,0.808447234919518,0.829017425791652,0.853266826977446,0.877969738208233,0.899783499133679,0.916423717358541,0.927037507810415,0.145460430924105,0.113760808005802,0.0917609447313278,0.0784944942399557,0.070883178059736,0.0654580308351854,0.0600474681107267,0.0548255371180702,0.0515400554481512,0.0516377183943081,0.0558378049981083,0.0651786286860335,0.16079033222918,0.131249684467347,0.11197419644309,0.101671528631881,0.0965710606460833,0.092715654084028,0.0877386582111659,0.0816308443664163,0.0761702953343107,0.0735810445268205,0.0756565309283265,0.0837906227096228,0.459909192491443,0.556487514723015,0.614481388898279,0.642896389736295,0.664690558553374,0.688729991655926,0.719451409135092,0.751853017342983,0.780321662366624,0.793950685053364,0.788902395133257,0.759726974516053,0.410926643226024,0.496746133326139,0.545846537462058,0.567941400090597,0.582963534714403,0.600320590058911,0.62676573921226,0.661422443403378,0.695317968003665,0.717531820006517,0.716889706654102,0.692007720122651,0.994563356804006,0.985252840190075,0.967885802769298,0.947723356433181,0.93919730843926,0.941482189771921,0.949976017916286,0.962107815685504,0.976155280067351,0.988613754958917,0.99588733837337,0.998859362951942,0.995301275888889,0.987378291757096,0.97375619024489,0.958808146276021,0.952716484226323,0.955230273947521,0.96214347268744,0.971617328019875,0.981922163177639,0.991020659038542,0.996561857796091,0.999016217003166,-1.99517989934686,1.79672568874705,-0.157781668398313,0.553444004096441,0.353845874778129,0.359399147846707,0.506627822784974,0.659168952480692,0.550956056537209,0.51331272800772,-2.61008226487321,0.861926085203193,-1.37018645437173,-0.574821580388443,-0.521645696992214,-1.17033472141478,2.85267663866503,1.22421556513483,1.66773434155511,1.51964199761791,1331.96542761594,1.00259120388027
"10",0.0129003046542351,0.0246033367308843,0.0489687969736334,0.0916295614651055,0.147926325722161,0.19772231796387,0.218570053458081,0.201391056470012,0.154888741643847,0.100839155433362,0.0584979769824308,0.03289092716495,0.0153810672625628,0.0298322814253907,0.0598490941737643,0.111380413513899,0.177011372867225,0.232932510662474,0.255652372560534,0.236243532787318,0.183136394701147,0.119676212662068,0.0689723614892057,0.038164025680143,0.0487800278948906,0.0549231199066483,0.0664129921716696,0.0827981761143274,0.0998752856588059,0.11215487760358,0.115974161079259,0.111394968290279,0.101532921799784,0.0892613650556203,0.0770763203264847,0.0677637682263581,0.0554109960740722,0.0639246439338871,0.0789598553637643,0.10014602697026,0.1211576143943,0.134866017566612,0.138122760043218,0.131584102532345,0.118354091516759,0.102199870924361,0.0866184066681844,0.0748432077358023,3.33634286217492e-05,0.000408259139992516,0.00309535605665858,0.0135849790589335,0.0347992505681432,0.0563854276936713,0.0656284497879679,0.0571959154278857,0.034029775188467,0.0118526577455461,0.00238493967886484,0.000273058260548486,3.95394625809484e-05,0.000480785153202199,0.00348826416538258,0.0146231103707779,0.0355628005632867,0.0569034420059701,0.0661606450792345,0.0582787562501091,0.0365623256001474,0.0136098484595624,0.00288700823860564,0.00034072533492032,0.0846179465992246,0.134752464017773,0.210522373503772,0.311473640434316,0.415149122751773,0.493202582692188,0.521217184564976,0.491016724594827,0.425325444742893,0.335760860207402,0.260432187566884,0.199265174793758,0.0980867874808813,0.159607531495841,0.252959437695844,0.37687969923374,0.49714087857524,0.578325646459642,0.60014537784132,0.56691085384503,0.486489163751746,0.39108685880658,0.299327271303683,0.229223905997499,-1.7322935666432,-1.43143223128654,0.197924477345071,0.512006182594984,-1.67474536071977,1.06404553591729,0.68903742673329,0.703301682773376,0.655448432463936,0.707814813813361,-3.61113238272803,-2.69391998679749,-1.19167378274483,-0.746991263720916,-3.13397778511668,0.4960511952209,0.059272600494736,1.57046826622427,1.82079296746899,-0.375552287660723,65.5890862882855,1.00237087938733
