"","psi.pred[1, 1].mean","psi.pred[1, 2].mean","psi.pred[1, 3].mean","psi.pred[1, 4].mean","psi.pred[1, 5].mean","psi.pred[1, 6].mean","psi.pred[1, 7].mean","psi.pred[1, 8].mean","psi.pred[1, 9].mean","psi.pred[1, 10].mean","psi.pred[1, 11].mean","psi.pred[1, 12].mean","psi.pred[2, 1].mean","psi.pred[2, 2].mean","psi.pred[2, 3].mean","psi.pred[2, 4].mean","psi.pred[2, 5].mean","psi.pred[2, 6].mean","psi.pred[2, 7].mean","psi.pred[2, 8].mean","psi.pred[2, 9].mean","psi.pred[2, 10].mean","psi.pred[2, 11].mean","psi.pred[2, 12].mean","psi.pred[1, 1].sd","psi.pred[1, 2].sd","psi.pred[1, 3].sd","psi.pred[1, 4].sd","psi.pred[1, 5].sd","psi.pred[1, 6].sd","psi.pred[1, 7].sd","psi.pred[1, 8].sd","psi.pred[1, 9].sd","psi.pred[1, 10].sd","psi.pred[1, 11].sd","psi.pred[1, 12].sd","psi.pred[2, 1].sd","psi.pred[2, 2].sd","psi.pred[2, 3].sd","psi.pred[2, 4].sd","psi.pred[2, 5].sd","psi.pred[2, 6].sd","psi.pred[2, 7].sd","psi.pred[2, 8].sd","psi.pred[2, 9].sd","psi.pred[2, 10].sd","psi.pred[2, 11].sd","psi.pred[2, 12].sd","psi.pred[1, 1].LCI","psi.pred[1, 2].LCI","psi.pred[1, 3].LCI","psi.pred[1, 4].LCI","psi.pred[1, 5].LCI","psi.pred[1, 6].LCI","psi.pred[1, 7].LCI","psi.pred[1, 8].LCI","psi.pred[1, 9].LCI","psi.pred[1, 10].LCI","psi.pred[1, 11].LCI","psi.pred[1, 12].LCI","psi.pred[2, 1].LCI","psi.pred[2, 2].LCI","psi.pred[2, 3].LCI","psi.pred[2, 4].LCI","psi.pred[2, 5].LCI","psi.pred[2, 6].LCI","psi.pred[2, 7].LCI","psi.pred[2, 8].LCI","psi.pred[2, 9].LCI","psi.pred[2, 10].LCI","psi.pred[2, 11].LCI","psi.pred[2, 12].LCI","psi.pred[1, 1].UCI","psi.pred[1, 2].UCI","psi.pred[1, 3].UCI","psi.pred[1, 4].UCI","psi.pred[1, 5].UCI","psi.pred[1, 6].UCI","psi.pred[1, 7].UCI","psi.pred[1, 8].UCI","psi.pred[1, 9].UCI","psi.pred[1, 10].UCI","psi.pred[1, 11].UCI","psi.pred[1, 12].UCI","psi.pred[2, 1].UCI","psi.pred[2, 2].UCI","psi.pred[2, 3].UCI","psi.pred[2, 4].UCI","psi.pred[2, 5].UCI","psi.pred[2, 6].UCI","psi.pred[2, 7].UCI","psi.pred[2, 8].UCI","psi.pred[2, 9].UCI","psi.pred[2, 10].UCI","psi.pred[2, 11].UCI","psi.pred[2, 12].UCI","int.p.mean","int.psi.mean","beta.site.type[2].mean","int.p.sd","int.psi.sd","beta.site.type[2].sd","int.p.LCI","int.psi.LCI","beta.site.type[2].LCI","int.p.UCI","int.psi.UCI","beta.site.type[2].UCI","WAIC","R.hat"
"1",0.90092550991981,0.90092550991981,0.90092550991981,0.90092550991981,0.90092550991981,0.90092550991981,0.90092550991981,0.90092550991981,0.90092550991981,0.90092550991981,0.90092550991981,0.90092550991981,0.931419788812507,0.931419788812507,0.931419788812507,0.931419788812507,0.931419788812507,0.931419788812507,0.931419788812507,0.931419788812507,0.931419788812507,0.931419788812507,0.931419788812507,0.931419788812507,0.0389306634457129,0.0389306634457129,0.0389306634457129,0.0389306634457129,0.0389306634457129,0.0389306634457129,0.0389306634457129,0.0389306634457129,0.0389306634457129,0.0389306634457129,0.0389306634457129,0.0389306634457129,0.0361458439977484,0.0361458439977484,0.0361458439977484,0.0361458439977484,0.0361458439977484,0.0361458439977484,0.0361458439977484,0.0361458439977484,0.0361458439977484,0.0361458439977484,0.0361458439977484,0.0361458439977484,0.811567444257622,0.811567444257622,0.811567444257622,0.811567444257622,0.811567444257622,0.811567444257622,0.811567444257622,0.811567444257622,0.811567444257622,0.811567444257622,0.811567444257622,0.811567444257622,0.844253136968573,0.844253136968573,0.844253136968573,0.844253136968573,0.844253136968573,0.844253136968573,0.844253136968573,0.844253136968573,0.844253136968573,0.844253136968573,0.844253136968573,0.844253136968573,0.961790801616249,0.961790801616249,0.961790801616249,0.961790801616249,0.961790801616249,0.961790801616249,0.961790801616249,0.961790801616249,0.961790801616249,0.961790801616249,0.961790801616249,0.961790801616249,0.982171532288761,0.982171532288761,0.982171532288761,0.982171532288761,0.982171532288761,0.982171532288761,0.982171532288761,0.982171532288761,0.982171532288761,0.982171532288761,0.982171532288761,0.982171532288761,-0.784249904126028,2.28598082062816,0.465206585255102,0.372113412264505,0.451358213516368,0.649181305993678,-1.53428757235825,1.4602273542852,-0.764012121369736,-0.0316338936912168,3.22572068351474,1.77522626281132,2563.15194090555,1.0191485588723
"2",0.870480631730716,0.870480631730716,0.870480631730716,0.870480631730716,0.870480631730716,0.870480631730716,0.870480631730716,0.870480631730716,0.870480631730716,0.870480631730716,0.870480631730716,0.870480631730716,0.927045064305059,0.927045064305059,0.927045064305059,0.927045064305059,0.927045064305059,0.927045064305059,0.927045064305059,0.927045064305059,0.927045064305059,0.927045064305059,0.927045064305059,0.927045064305059,0.0534261146968863,0.0534261146968863,0.0534261146968863,0.0534261146968863,0.0534261146968863,0.0534261146968863,0.0534261146968863,0.0534261146968863,0.0534261146968863,0.0534261146968863,0.0534261146968863,0.0534261146968863,0.0453198339091797,0.0453198339091797,0.0453198339091797,0.0453198339091797,0.0453198339091797,0.0453198339091797,0.0453198339091797,0.0453198339091797,0.0453198339091797,0.0453198339091797,0.0453198339091797,0.0453198339091797,0.749949115908536,0.749949115908536,0.749949115908536,0.749949115908536,0.749949115908536,0.749949115908536,0.749949115908536,0.749949115908536,0.749949115908536,0.749949115908536,0.749949115908536,0.749949115908536,0.815169301458164,0.815169301458164,0.815169301458164,0.815169301458164,0.815169301458164,0.815169301458164,0.815169301458164,0.815169301458164,0.815169301458164,0.815169301458164,0.815169301458164,0.815169301458164,0.954146890299256,0.954146890299256,0.954146890299256,0.954146890299256,0.954146890299256,0.954146890299256,0.954146890299256,0.954146890299256,0.954146890299256,0.954146890299256,0.954146890299256,0.954146890299256,0.986637550605681,0.986637550605681,0.986637550605681,0.986637550605681,0.986637550605681,0.986637550605681,0.986637550605681,0.986637550605681,0.986637550605681,0.986637550605681,0.986637550605681,0.986637550605681,-1.35949547482813,1.99283411270982,0.751212831012773,0.599160818883232,0.498020974151184,0.725525378358292,-2.43791851821474,1.09834092525878,-0.607163931465669,-0.0256974299167415,3.03537461629149,2.24532776413342,1791.30580630586,1.01472995085139
"3",0.950814999212051,0.950814999212051,0.950814999212051,0.950814999212051,0.950814999212051,0.950814999212051,0.950814999212051,0.950814999212051,0.950814999212051,0.950814999212051,0.950814999212051,0.950814999212051,0.975498109368111,0.975498109368111,0.975498109368111,0.975498109368111,0.975498109368111,0.975498109368111,0.975498109368111,0.975498109368111,0.975498109368111,0.975498109368111,0.975498109368111,0.975498109368111,0.0248674719204678,0.0248674719204678,0.0248674719204678,0.0248674719204678,0.0248674719204678,0.0248674719204678,0.0248674719204678,0.0248674719204678,0.0248674719204678,0.0248674719204678,0.0248674719204678,0.0248674719204678,0.0188947713217495,0.0188947713217495,0.0188947713217495,0.0188947713217495,0.0188947713217495,0.0188947713217495,0.0188947713217495,0.0188947713217495,0.0188947713217495,0.0188947713217495,0.0188947713217495,0.0188947713217495,0.890219041423763,0.890219041423763,0.890219041423763,0.890219041423763,0.890219041423763,0.890219041423763,0.890219041423763,0.890219041423763,0.890219041423763,0.890219041423763,0.890219041423763,0.890219041423763,0.926138427304197,0.926138427304197,0.926138427304197,0.926138427304197,0.926138427304197,0.926138427304197,0.926138427304197,0.926138427304197,0.926138427304197,0.926138427304197,0.926138427304197,0.926138427304197,0.985806477324869,0.985806477324869,0.985806477324869,0.985806477324869,0.985806477324869,0.985806477324869,0.985806477324869,0.985806477324869,0.985806477324869,0.985806477324869,0.985806477324869,0.985806477324869,0.996674765792589,0.996674765792589,0.996674765792589,0.996674765792589,0.996674765792589,0.996674765792589,0.996674765792589,0.996674765792589,0.996674765792589,0.996674765792589,0.996674765792589,0.996674765792589,-0.00480315357146485,3.08937482419854,0.880686144650027,0.276624000155257,0.546446452931257,0.785829947867743,-0.570529284730282,2.09298045291716,-0.606379328635294,0.558195028920392,4.24067436026936,2.4684984805683,3067.37810028184,1.00655801279313
"4",0.551628053554064,0.551628053554064,0.551628053554064,0.551628053554064,0.551628053554064,0.551628053554064,0.551628053554064,0.551628053554064,0.551628053554064,0.551628053554064,0.551628053554064,0.551628053554064,0.567926035497859,0.567926035497859,0.567926035497859,0.567926035497859,0.567926035497859,0.567926035497859,0.567926035497859,0.567926035497859,0.567926035497859,0.567926035497859,0.567926035497859,0.567926035497859,0.145019427306019,0.145019427306019,0.145019427306019,0.145019427306019,0.145019427306019,0.145019427306019,0.145019427306019,0.145019427306019,0.145019427306019,0.145019427306019,0.145019427306019,0.145019427306019,0.152402451118892,0.152402451118892,0.152402451118892,0.152402451118892,0.152402451118892,0.152402451118892,0.152402451118892,0.152402451118892,0.152402451118892,0.152402451118892,0.152402451118892,0.152402451118892,0.294334571257437,0.294334571257437,0.294334571257437,0.294334571257437,0.294334571257437,0.294334571257437,0.294334571257437,0.294334571257437,0.294334571257437,0.294334571257437,0.294334571257437,0.294334571257437,0.298613583827163,0.298613583827163,0.298613583827163,0.298613583827163,0.298613583827163,0.298613583827163,0.298613583827163,0.298613583827163,0.298613583827163,0.298613583827163,0.298613583827163,0.298613583827163,0.839294723871957,0.839294723871957,0.839294723871957,0.839294723871957,0.839294723871957,0.839294723871957,0.839294723871957,0.839294723871957,0.839294723871957,0.839294723871957,0.839294723871957,0.839294723871957,0.885791432866094,0.885791432866094,0.885791432866094,0.885791432866094,0.885791432866094,0.885791432866094,0.885791432866094,0.885791432866094,0.885791432866094,0.885791432866094,0.885791432866094,0.885791432866094,-3.12529840483977,0.235327281866749,0.0868028347930894,0.63126825464723,0.65031936441572,0.699592393278098,-4.07354975108353,-0.874424113694234,-1.28479906816097,-1.41604541534065,1.65298983507248,1.4656701162294,341.700997612667,1.00779567162054
"5",0.719161314307236,0.719161314307236,0.719161314307236,0.719161314307236,0.719161314307236,0.719161314307236,0.719161314307236,0.719161314307236,0.719161314307236,0.719161314307236,0.719161314307236,0.719161314307236,0.86265326299398,0.86265326299398,0.86265326299398,0.86265326299398,0.86265326299398,0.86265326299398,0.86265326299398,0.86265326299398,0.86265326299398,0.86265326299398,0.86265326299398,0.86265326299398,0.121973930936241,0.121973930936241,0.121973930936241,0.121973930936241,0.121973930936241,0.121973930936241,0.121973930936241,0.121973930936241,0.121973930936241,0.121973930936241,0.121973930936241,0.121973930936241,0.0764942245951719,0.0764942245951719,0.0764942245951719,0.0764942245951719,0.0764942245951719,0.0764942245951719,0.0764942245951719,0.0764942245951719,0.0764942245951719,0.0764942245951719,0.0764942245951719,0.0764942245951719,0.454478956427467,0.454478956427467,0.454478956427467,0.454478956427467,0.454478956427467,0.454478956427467,0.454478956427467,0.454478956427467,0.454478956427467,0.454478956427467,0.454478956427467,0.454478956427467,0.683644527617778,0.683644527617778,0.683644527617778,0.683644527617778,0.683644527617778,0.683644527617778,0.683644527617778,0.683644527617778,0.683644527617778,0.683644527617778,0.683644527617778,0.683644527617778,0.919805069227882,0.919805069227882,0.919805069227882,0.919805069227882,0.919805069227882,0.919805069227882,0.919805069227882,0.919805069227882,0.919805069227882,0.919805069227882,0.919805069227882,0.919805069227882,0.973499968864018,0.973499968864018,0.973499968864018,0.973499968864018,0.973499968864018,0.973499968864018,0.973499968864018,0.973499968864018,0.973499968864018,0.973499968864018,0.973499968864018,0.973499968864018,-2.50942108220031,1.03318434445734,0.976198523379182,0.77792319917982,0.668011530397906,0.747875977771465,-3.7363467519522,-0.182589769172949,-0.473709153822722,-0.614763840830638,2.43970151948528,2.48119495120384,627.025874636867,1.00758433436975
"6",0.8629401822803,0.8629401822803,0.8629401822803,0.8629401822803,0.8629401822803,0.8629401822803,0.8629401822803,0.8629401822803,0.8629401822803,0.8629401822803,0.8629401822803,0.8629401822803,0.737833899457234,0.737833899457234,0.737833899457234,0.737833899457234,0.737833899457234,0.737833899457234,0.737833899457234,0.737833899457234,0.737833899457234,0.737833899457234,0.737833899457234,0.737833899457234,0.0451478784305486,0.0451478784305486,0.0451478784305486,0.0451478784305486,0.0451478784305486,0.0451478784305486,0.0451478784305486,0.0451478784305486,0.0451478784305486,0.0451478784305486,0.0451478784305486,0.0451478784305486,0.0770089742476627,0.0770089742476627,0.0770089742476627,0.0770089742476627,0.0770089742476627,0.0770089742476627,0.0770089742476627,0.0770089742476627,0.0770089742476627,0.0770089742476627,0.0770089742476627,0.0770089742476627,0.762649544482579,0.762649544482579,0.762649544482579,0.762649544482579,0.762649544482579,0.762649544482579,0.762649544482579,0.762649544482579,0.762649544482579,0.762649544482579,0.762649544482579,0.762649544482579,0.5786514013389,0.5786514013389,0.5786514013389,0.5786514013389,0.5786514013389,0.5786514013389,0.5786514013389,0.5786514013389,0.5786514013389,0.5786514013389,0.5786514013389,0.5786514013389,0.938272081119107,0.938272081119107,0.938272081119107,0.938272081119107,0.938272081119107,0.938272081119107,0.938272081119107,0.938272081119107,0.938272081119107,0.938272081119107,0.938272081119107,0.938272081119107,0.87766510132624,0.87766510132624,0.87766510132624,0.87766510132624,0.87766510132624,0.87766510132624,0.87766510132624,0.87766510132624,0.87766510132624,0.87766510132624,0.87766510132624,0.87766510132624,-1.71398601616496,1.89483146288123,-0.81883493838687,0.288658719455006,0.395213651872132,0.525666075323207,-2.25291380140595,1.16726084903751,-1.84264310862376,-1.0675599150306,2.72130366141701,0.223895198604991,1591.56884727023,1.00054886649336
"7",0.905188644130842,0.905188644130842,0.905188644130842,0.905188644130842,0.905188644130842,0.905188644130842,0.905188644130842,0.905188644130842,0.905188644130842,0.905188644130842,0.905188644130842,0.905188644130842,0.873814594040814,0.873814594040814,0.873814594040814,0.873814594040814,0.873814594040814,0.873814594040814,0.873814594040814,0.873814594040814,0.873814594040814,0.873814594040814,0.873814594040814,0.873814594040814,0.0428183269936648,0.0428183269936648,0.0428183269936648,0.0428183269936648,0.0428183269936648,0.0428183269936648,0.0428183269936648,0.0428183269936648,0.0428183269936648,0.0428183269936648,0.0428183269936648,0.0428183269936648,0.0740995593802004,0.0740995593802004,0.0740995593802004,0.0740995593802004,0.0740995593802004,0.0740995593802004,0.0740995593802004,0.0740995593802004,0.0740995593802004,0.0740995593802004,0.0740995593802004,0.0740995593802004,0.80520678771304,0.80520678771304,0.80520678771304,0.80520678771304,0.80520678771304,0.80520678771304,0.80520678771304,0.80520678771304,0.80520678771304,0.80520678771304,0.80520678771304,0.80520678771304,0.703232176293272,0.703232176293272,0.703232176293272,0.703232176293272,0.703232176293272,0.703232176293272,0.703232176293272,0.703232176293272,0.703232176293272,0.703232176293272,0.703232176293272,0.703232176293272,0.969819489378134,0.969819489378134,0.969819489378134,0.969819489378134,0.969819489378134,0.969819489378134,0.969819489378134,0.969819489378134,0.969819489378134,0.969819489378134,0.969819489378134,0.969819489378134,0.982022544681009,0.982022544681009,0.982022544681009,0.982022544681009,0.982022544681009,0.982022544681009,0.982022544681009,0.982022544681009,0.982022544681009,0.982022544681009,0.982022544681009,0.982022544681009,-2.39055213994189,2.36097502876414,-0.218100939175611,0.304775753426062,0.522645737897222,0.77239522166799,-2.96122051195627,1.41916058365123,-1.61370532728743,-1.75512261770081,3.46991358846168,1.41761469263848,1205.10811201122,1.00375500855283
"8",0.832221172358864,0.832221172358864,0.832221172358864,0.832221172358864,0.832221172358864,0.832221172358864,0.832221172358864,0.832221172358864,0.832221172358864,0.832221172358864,0.832221172358864,0.832221172358864,0.771050836640086,0.771050836640086,0.771050836640086,0.771050836640086,0.771050836640086,0.771050836640086,0.771050836640086,0.771050836640086,0.771050836640086,0.771050836640086,0.771050836640086,0.771050836640086,0.0518381236328509,0.0518381236328509,0.0518381236328509,0.0518381236328509,0.0518381236328509,0.0518381236328509,0.0518381236328509,0.0518381236328509,0.0518381236328509,0.0518381236328509,0.0518381236328509,0.0518381236328509,0.0785492331596019,0.0785492331596019,0.0785492331596019,0.0785492331596019,0.0785492331596019,0.0785492331596019,0.0785492331596019,0.0785492331596019,0.0785492331596019,0.0785492331596019,0.0785492331596019,0.0785492331596019,0.71920814454188,0.71920814454188,0.71920814454188,0.71920814454188,0.71920814454188,0.71920814454188,0.71920814454188,0.71920814454188,0.71920814454188,0.71920814454188,0.71920814454188,0.71920814454188,0.606382518904586,0.606382518904586,0.606382518904586,0.606382518904586,0.606382518904586,0.606382518904586,0.606382518904586,0.606382518904586,0.606382518904586,0.606382518904586,0.606382518904586,0.606382518904586,0.921784405824249,0.921784405824249,0.921784405824249,0.921784405824249,0.921784405824249,0.921784405824249,0.921784405824249,0.921784405824249,0.921784405824249,0.921784405824249,0.921784405824249,0.921784405824249,0.910030274447047,0.910030274447047,0.910030274447047,0.910030274447047,0.910030274447047,0.910030274447047,0.910030274447047,0.910030274447047,0.910030274447047,0.910030274447047,0.910030274447047,0.910030274447047,-1.76269641283041,1.64956152923742,-0.375011720194174,0.288088736466309,0.386215511201154,0.548583391788463,-2.32190327854798,0.940537140587496,-1.42116190524895,-1.17065273539283,2.46684232139552,0.724294081262896,1563.602352594,1.00150045624554
"9",0.85778516502487,0.85778516502487,0.85778516502487,0.85778516502487,0.85778516502487,0.85778516502487,0.85778516502487,0.85778516502487,0.85778516502487,0.85778516502487,0.85778516502487,0.85778516502487,0.814568396103091,0.814568396103091,0.814568396103091,0.814568396103091,0.814568396103091,0.814568396103091,0.814568396103091,0.814568396103091,0.814568396103091,0.814568396103091,0.814568396103091,0.814568396103091,0.0506290100418159,0.0506290100418159,0.0506290100418159,0.0506290100418159,0.0506290100418159,0.0506290100418159,0.0506290100418159,0.0506290100418159,0.0506290100418159,0.0506290100418159,0.0506290100418159,0.0506290100418159,0.0782742468973962,0.0782742468973962,0.0782742468973962,0.0782742468973962,0.0782742468973962,0.0782742468973962,0.0782742468973962,0.0782742468973962,0.0782742468973962,0.0782742468973962,0.0782742468973962,0.0782742468973962,0.745046430017981,0.745046430017981,0.745046430017981,0.745046430017981,0.745046430017981,0.745046430017981,0.745046430017981,0.745046430017981,0.745046430017981,0.745046430017981,0.745046430017981,0.745046430017981,0.646881487697677,0.646881487697677,0.646881487697677,0.646881487697677,0.646881487697677,0.646881487697677,0.646881487697677,0.646881487697677,0.646881487697677,0.646881487697677,0.646881487697677,0.646881487697677,0.941257430635364,0.941257430635364,0.941257430635364,0.941257430635364,0.941257430635364,0.941257430635364,0.941257430635364,0.941257430635364,0.941257430635364,0.941257430635364,0.941257430635364,0.941257430635364,0.9509659505371,0.9509659505371,0.9509659505371,0.9509659505371,0.9509659505371,0.9509659505371,0.9509659505371,0.9509659505371,0.9509659505371,0.9509659505371,0.9509659505371,0.9509659505371,-1.99988481740847,1.86169289002696,-0.278614519707296,0.366697074221377,0.43334338340671,0.635688487166028,-2.67413717882337,1.07236508899208,-1.44633317696985,-1.15190795151719,2.77405200739332,1.06295004108561,1329.82963003617,1.00083985530891
"10",0.158080280700171,0.158080280700171,0.158080280700171,0.158080280700171,0.158080280700171,0.158080280700171,0.158080280700171,0.158080280700171,0.158080280700171,0.158080280700171,0.158080280700171,0.158080280700171,0.163735026502401,0.163735026502401,0.163735026502401,0.163735026502401,0.163735026502401,0.163735026502401,0.163735026502401,0.163735026502401,0.163735026502401,0.163735026502401,0.163735026502401,0.163735026502401,0.122754908984949,0.122754908984949,0.122754908984949,0.122754908984949,0.122754908984949,0.122754908984949,0.122754908984949,0.122754908984949,0.122754908984949,0.122754908984949,0.122754908984949,0.122754908984949,0.130563288338851,0.130563288338851,0.130563288338851,0.130563288338851,0.130563288338851,0.130563288338851,0.130563288338851,0.130563288338851,0.130563288338851,0.130563288338851,0.130563288338851,0.130563288338851,0.0411687366961434,0.0411687366961434,0.0411687366961434,0.0411687366961434,0.0411687366961434,0.0411687366961434,0.0411687366961434,0.0411687366961434,0.0411687366961434,0.0411687366961434,0.0411687366961434,0.0411687366961434,0.0355511070947975,0.0355511070947975,0.0355511070947975,0.0355511070947975,0.0355511070947975,0.0355511070947975,0.0355511070947975,0.0355511070947975,0.0355511070947975,0.0355511070947975,0.0355511070947975,0.0355511070947975,0.535652792686395,0.535652792686395,0.535652792686395,0.535652792686395,0.535652792686395,0.535652792686395,0.535652792686395,0.535652792686395,0.535652792686395,0.535652792686395,0.535652792686395,0.535652792686395,0.560952533628943,0.560952533628943,0.560952533628943,0.560952533628943,0.560952533628943,0.560952533628943,0.560952533628943,0.560952533628943,0.560952533628943,0.560952533628943,0.560952533628943,0.560952533628943,-1.92669633563835,-1.87012281903711,0.0267384015964566,1.09219064571244,0.802590664653886,0.703804451618066,-3.87210874428314,-3.14803595847597,-1.36160039433629,0.36082520366492,0.142853615479365,1.40383844033555,66.9746252731024,1.00459293370504
