"","psi.pred[1, 1].mean","psi.pred[1, 2].mean","psi.pred[1, 3].mean","psi.pred[1, 4].mean","psi.pred[1, 5].mean","psi.pred[1, 6].mean","psi.pred[1, 7].mean","psi.pred[1, 8].mean","psi.pred[1, 9].mean","psi.pred[1, 10].mean","psi.pred[1, 11].mean","psi.pred[1, 12].mean","psi.pred[2, 1].mean","psi.pred[2, 2].mean","psi.pred[2, 3].mean","psi.pred[2, 4].mean","psi.pred[2, 5].mean","psi.pred[2, 6].mean","psi.pred[2, 7].mean","psi.pred[2, 8].mean","psi.pred[2, 9].mean","psi.pred[2, 10].mean","psi.pred[2, 11].mean","psi.pred[2, 12].mean","psi.pred[1, 1].sd","psi.pred[1, 2].sd","psi.pred[1, 3].sd","psi.pred[1, 4].sd","psi.pred[1, 5].sd","psi.pred[1, 6].sd","psi.pred[1, 7].sd","psi.pred[1, 8].sd","psi.pred[1, 9].sd","psi.pred[1, 10].sd","psi.pred[1, 11].sd","psi.pred[1, 12].sd","psi.pred[2, 1].sd","psi.pred[2, 2].sd","psi.pred[2, 3].sd","psi.pred[2, 4].sd","psi.pred[2, 5].sd","psi.pred[2, 6].sd","psi.pred[2, 7].sd","psi.pred[2, 8].sd","psi.pred[2, 9].sd","psi.pred[2, 10].sd","psi.pred[2, 11].sd","psi.pred[2, 12].sd","psi.pred[1, 1].LCI","psi.pred[1, 2].LCI","psi.pred[1, 3].LCI","psi.pred[1, 4].LCI","psi.pred[1, 5].LCI","psi.pred[1, 6].LCI","psi.pred[1, 7].LCI","psi.pred[1, 8].LCI","psi.pred[1, 9].LCI","psi.pred[1, 10].LCI","psi.pred[1, 11].LCI","psi.pred[1, 12].LCI","psi.pred[2, 1].LCI","psi.pred[2, 2].LCI","psi.pred[2, 3].LCI","psi.pred[2, 4].LCI","psi.pred[2, 5].LCI","psi.pred[2, 6].LCI","psi.pred[2, 7].LCI","psi.pred[2, 8].LCI","psi.pred[2, 9].LCI","psi.pred[2, 10].LCI","psi.pred[2, 11].LCI","psi.pred[2, 12].LCI","psi.pred[1, 1].UCI","psi.pred[1, 2].UCI","psi.pred[1, 3].UCI","psi.pred[1, 4].UCI","psi.pred[1, 5].UCI","psi.pred[1, 6].UCI","psi.pred[1, 7].UCI","psi.pred[1, 8].UCI","psi.pred[1, 9].UCI","psi.pred[1, 10].UCI","psi.pred[1, 11].UCI","psi.pred[1, 12].UCI","psi.pred[2, 1].UCI","psi.pred[2, 2].UCI","psi.pred[2, 3].UCI","psi.pred[2, 4].UCI","psi.pred[2, 5].UCI","psi.pred[2, 6].UCI","psi.pred[2, 7].UCI","psi.pred[2, 8].UCI","psi.pred[2, 9].UCI","psi.pred[2, 10].UCI","psi.pred[2, 11].UCI","psi.pred[2, 12].UCI","int.p.mean","int.psi.mean","beta.site.type[2].mean","beta.year.mean","int.p.sd","int.psi.sd","beta.site.type[2].sd","beta.year.sd","int.p.LCI","int.psi.LCI","beta.site.type[2].LCI","beta.year.LCI","int.p.UCI","int.psi.UCI","beta.site.type[2].UCI","beta.year.UCI","WAIC","R.hat"
"1",0.759629471048323,0.803584781933585,0.841201056084914,0.872179654001614,0.897002007364844,0.916562895987846,0.931852583507383,0.943777251813834,0.953092073260742,0.96039602517208,0.966151977466689,0.970713070653833,0.827318035513401,0.861447372493157,0.889427529942769,0.911742227330713,0.929231642709571,0.942817719480506,0.953342723827594,0.961507165570791,0.967864697612351,0.972841035271314,0.976759003370456,0.979862001146466,0.112324630794694,0.0857763303847334,0.0645975591995369,0.0497776043162733,0.0406968235289439,0.035728204328875,0.0331608918672749,0.0318073261580346,0.0310444606291578,0.0306042560115919,0.0303905970808003,0.0303777209520719,0.099184949390831,0.0762748909714676,0.0587435690080941,0.0463456934662624,0.0380764502642871,0.0327326406475779,0.0292871567919032,0.0270223528408098,0.0254996497911972,0.0244725354813367,0.0238083572526967,0.0234364599551435,0.50204581923604,0.608199265951362,0.692426223112212,0.757927611895938,0.802319637146549,0.832417134137956,0.852461086452054,0.865485934853189,0.874192942649493,0.879686623124539,0.883110392099171,0.886467316808764,0.587901507379703,0.676885529345554,0.747362635023081,0.799229500679545,0.835938111517246,0.862698501449992,0.879880955079569,0.892495320285015,0.901435966668469,0.906671074114724,0.910697064111454,0.914639969398948,0.9326553228483,0.936871535720789,0.942473148877435,0.950320388348688,0.9601905461757,0.970786249478125,0.979774740336391,0.986661235722742,0.99144798438674,0.994646652056145,0.996644505814043,0.997941231725044,0.964593686986043,0.968247586008041,0.972593113655202,0.977436931322477,0.982304183078582,0.986919533810981,0.990781266238498,0.993718791203543,0.995922438388184,0.997386755547402,0.998341168201179,0.998961973973857,-0.755001917789595,2.61232801565968,0.479425143608929,0.887804159811873,0.393503268072695,0.508490764558422,0.653851767967348,0.471840482282576,-1.45467686995286,1.68439844792007,-0.774388515638044,-0.00352962236452503,0.0527264034516842,3.68602745359505,1.79886561193628,1.84414366269276,2563.58664930063,1.02887483867714
"2",0.284630074681101,0.386023575284916,0.505076897907049,0.628189362462523,0.738224891852635,0.8241951886465,0.884985993756977,0.925427188216976,0.951513280947033,0.968152059621677,0.978770454600683,0.985596404324611,0.404094650304421,0.520619981717045,0.64035631949207,0.747391655868505,0.831202830381293,0.890457709633606,0.929724104356281,0.954877381498872,0.970778540159952,0.980823405236541,0.987209930191244,0.991313476726899,0.151191771814822,0.147146450943707,0.131771446510457,0.108487772348515,0.0849654576795356,0.0661714158719436,0.0521677109803184,0.0414748429961404,0.0331192059816653,0.0266078656029289,0.0216095478893908,0.0178383806107302,0.172430579434642,0.15566992802522,0.128861268898602,0.099332331821652,0.0739040079622382,0.0547871671114861,0.0410243789607542,0.0310964807681723,0.0238716084166539,0.0185930534639136,0.0147367185908073,0.0119259568982658,0.07698782778852,0.15101536833701,0.267867425410831,0.413943071634122,0.559343350268251,0.677207332481286,0.763199111798373,0.824855584477914,0.866662394986606,0.897070742159013,0.919064453531601,0.936374123014838,0.134652361371082,0.242033478828672,0.38256349772552,0.533729782924306,0.661771410724843,0.760040038201616,0.827072450267354,0.874436517857452,0.907444621101249,0.930715226171268,0.947064467604774,0.959213503476617,0.662519592839632,0.722005094816975,0.778474773668089,0.836170298485424,0.888417670447232,0.932957413395841,0.964416149915263,0.982665809125095,0.991944143934494,0.996314028913039,0.998323681271096,0.999244704146285,0.801143658296626,0.845368758161484,0.883325650987342,0.918374377052557,0.947847288808705,0.97019480569442,0.984377420554536,0.992280792192713,0.996386078134242,0.998345269877333,0.999250006204491,0.999661281252226,-1.25687917902137,1.88223203789869,0.607396605696135,1.91094764278112,0.480043574526544,0.506894282118445,0.617210826829116,0.553247310865381,-2.16819114324174,0.966766700670906,-0.587159777466139,0.806737219500842,-0.264351319350109,2.96332699146906,1.83116010892724,2.99933423688578,1784.2508153301,1.08804926735834
"3",0.942420564078752,0.946503203643157,0.949661944428373,0.951944837090849,0.953401651950008,0.95407041487721,0.953969425053064,0.953093793821186,0.951415605379303,0.948887868257661,0.945453375045896,0.941059254446944,0.971212103699135,0.973413769151493,0.975079508486463,0.976264169805065,0.97701153574826,0.977351050095983,0.97729640070365,0.976845025128489,0.975978023949127,0.974660483061016,0.972842750956347,0.970463712516858,0.0513614086762013,0.0419526085030763,0.0346211365009631,0.0292382060825552,0.0256889511445156,0.0239286690120281,0.0239681941306681,0.0258277860034417,0.0295321802808906,0.0351499622589344,0.0428040693147403,0.0526114147256746,0.0328171002871771,0.0274186420519082,0.0234116266309137,0.0206013158154937,0.0188281598602352,0.0179871825315535,0.0180309637000207,0.0189661500391918,0.0208515437934862,0.0237996286794016,0.0279756089336727,0.0335824707952975,0.803017934294541,0.836643713401991,0.861319935028656,0.87910158456387,0.889952827016136,0.895309170017519,0.895536093943214,0.889680731347678,0.877343020741925,0.858655181247957,0.832527423141876,0.799809732871794,0.879582107968853,0.897812295109641,0.912249225341949,0.921180195758277,0.926775673497032,0.929174272504848,0.929256408594108,0.926772039685454,0.920025141302386,0.911656977671301,0.897181968155568,0.877825264129448,0.994897847522988,0.993444606657074,0.991796495518415,0.989797518600401,0.988063651977701,0.987060029991168,0.986984419251792,0.988026728612169,0.98976908073743,0.991658836467394,0.993333539768366,0.99482664542017,0.998565895310455,0.998224906356041,0.99788289642915,0.99751837719724,0.99722888715415,0.997030531616136,0.996987006188553,0.997184243892921,0.997487453449817,0.99783882706435,0.998188161252218,0.998502567468821,0.00520196543305215,3.165767603991,0.89583405163902,-0.00746916774249271,0.26075007593621,0.55032457959947,0.793305971023116,0.540736821488634,-0.511021558158982,2.15537898626136,-0.611338348413012,-1.07270852058521,0.532200069437692,4.32369063155734,2.51027281790642,1.0562830286301,3067.51429837815,1.00693080595276
"4",0.530474700950956,0.54203259598327,0.554077569062855,0.566182061217921,0.577813670337765,0.588440927045116,0.597654469298176,0.60524029233351,0.611183804090503,0.615625162932107,0.618793651895636,0.620944679220716,0.555300559045739,0.567459919117869,0.579722505064702,0.591617659276719,0.602650889426033,0.612400728011257,0.62059068697863,0.627113296563626,0.632013576633463,0.635450893885979,0.637653657400057,0.638875175429897,0.214352076346838,0.1960576405232,0.178585648478227,0.163626738105441,0.153092798203592,0.148441486767725,0.150040505429629,0.15712840998101,0.168329136971145,0.182193252383715,0.197475426383259,0.213219325096001,0.21480995069378,0.198562866959209,0.183917885434758,0.172251839573445,0.164764845863297,0.162093413984054,0.164163368637957,0.170347967546116,0.179757801712278,0.19146740956222,0.204627891853357,0.218510943240024,0.156782324991901,0.196303632493982,0.236677403958829,0.270311095459915,0.293971666481712,0.30819481477158,0.311139392631503,0.305657541527309,0.290757878088632,0.270358400379712,0.241705802722102,0.211929081333034,0.177036960468269,0.215687893009167,0.252863106018687,0.283400730149914,0.30595665264698,0.316984054112113,0.318754776486049,0.312275151045845,0.297333521829039,0.275957942487981,0.249773647814315,0.220720151408305,0.936052661539483,0.921424532680191,0.905865296152315,0.887407133195193,0.874706392794905,0.870164877447215,0.876532736095595,0.893711659945389,0.91494991592395,0.934645385330936,0.951833633983967,0.964976485250386,0.954714664201819,0.945445194563413,0.936571858609344,0.927549210259084,0.922639561235957,0.922798970270633,0.928391547611598,0.938494347201262,0.950121996217237,0.961853054095592,0.971671001171673,0.978993476596813,-3.16628152114209,0.425343991679685,0.139401858059551,0.156245041209679,0.59839760637804,0.691554218265314,0.720633324451621,0.596082341957693,-4.12322965792184,-0.791999553740724,-1.25988624081651,-0.997625572990775,-1.65124899111203,1.91217220331098,1.60740087999091,1.39030465779145,344.78522705158,1.01386224691375
"5",0.687746020173111,0.702607310029182,0.716502589908998,0.728749213164283,0.738757472617774,0.746129971167998,0.750701717114004,0.752533729060555,0.751884175557278,0.749162844415438,0.744864888384509,0.739493018529192,0.819252779172803,0.834377088520568,0.847825362328387,0.859214820795914,0.868340237380936,0.87515611637558,0.879715902889676,0.882110850551424,0.882434923925814,0.880781367135743,0.877265504626194,0.872057777910766,0.194852763276594,0.172708422037526,0.152310230463571,0.135418452260758,0.123677278248464,0.11824366117398,0.119504834075943,0.127022631194062,0.139722623616979,0.156179640124769,0.17488974805358,0.194498361667217,0.152037656402149,0.129816457420903,0.110230878579612,0.094302203923515,0.082574452292212,0.0751486903620993,0.0718742546541203,0.0725216818559446,0.0768855399793649,0.0848196772411624,0.0961667674609116,0.110590540392364,0.269930848458961,0.329542054901039,0.387162897260825,0.433905676244574,0.466613708966978,0.48393466027244,0.487248969893964,0.473838941635334,0.443779632678487,0.401364099138838,0.348334342904131,0.29227479108419,0.440228805429401,0.515149594931245,0.581322386264076,0.633993208931932,0.673622782692003,0.696964905152196,0.707611527884976,0.70637154316513,0.694335157047491,0.66940169911143,0.63271938544925,0.584411342488417,0.973889070597388,0.964996336249271,0.954789479428789,0.94355919393751,0.933828128189132,0.931964064679403,0.939060884164996,0.94969309009217,0.961778674609006,0.971703594636973,0.979943637947469,0.985825039461095,0.993951322874652,0.992076208742442,0.989533443089565,0.986370869960285,0.983093055524716,0.98044453987615,0.979543517120074,0.980971918481976,0.984248599817385,0.98791491572884,0.991142353710089,0.993582206865712,-2.59136470167024,1.20418535444735,0.965658940947246,0.122352243412084,0.780009974335221,0.692476979371445,0.774209137550432,0.67663104976079,-3.78026357173728,-0.051860056721754,-0.522727544591273,-1.25354605316846,-0.704645031893012,2.65616757123281,2.52372329868709,1.45131394240486,628.05422095427,1.01949045870773
"6",0.786376911879168,0.805549058540195,0.823098748622895,0.838932323938814,0.85304493263519,0.865501999234214,0.876415494878966,0.885922117225866,0.894166744464302,0.901291529083932,0.907429600526819,0.912702034362698,0.634956624144381,0.659148864170972,0.682618963922405,0.705013231426348,0.726047826392942,0.745528043327511,0.763350721344234,0.779493230917029,0.793995482897791,0.806940740431459,0.818438704456643,0.828612250449385,0.0945698672412059,0.0791930420074088,0.0662922883852029,0.0562968033936752,0.0493898724745513,0.045437811731856,0.0439830520247901,0.0443803046485751,0.046007037045643,0.0483954068628009,0.0512478868286603,0.0543953791471905,0.129876401000481,0.114808783934046,0.101530425267674,0.0908452953055536,0.0833363615200585,0.0791769727517772,0.0780597850498519,0.0793343510001497,0.0822634960088809,0.0862205588208333,0.0907577049320951,0.0955882750606465,0.569436038901867,0.625977301612191,0.674664740855033,0.713283864947808,0.743001213305688,0.764454999186663,0.777491102229416,0.784475512525696,0.786964315879122,0.78680616050954,0.782932362887624,0.777245264206281,0.371502544547967,0.424432132999028,0.474454904327948,0.517650556288484,0.554005423688307,0.581356059030841,0.600086443009524,0.611153476637811,0.615249993400254,0.613987718017411,0.609375706568145,0.602184978343355,0.932138365586278,0.930132061069941,0.929835845316246,0.931142707614518,0.934697999104686,0.940596739878588,0.948068270639525,0.956529128060072,0.964692989464668,0.971943957465962,0.978141730460953,0.98304231450628,0.865149157625424,0.864280833188305,0.864467199309573,0.868059990318434,0.876390456450169,0.888820875738625,0.903800112488158,0.919332993887111,0.93486896964228,0.947768692125389,0.959219076330627,0.968340293238056,-1.73553465060492,1.97120940561991,-0.796790484567271,0.374631527925258,0.279447737487787,0.408989798397845,0.537042235437132,0.339364214304013,-2.26371182852605,1.21659413811044,-1.83537788659677,-0.267037517213813,-1.1335905428207,2.82303907603179,0.258020316332425,1.06853812733655,1592.47603589401,1.00709916311971
"7",0.849571490783644,0.865558823258962,0.879513560460702,0.891137323340412,0.900369627546239,0.907325256932638,0.912197976862435,0.915188018509082,0.916467465310577,0.916175032302305,0.914429601080113,0.911352908660229,0.812976498803887,0.829859744015207,0.845169675764237,0.858474166359751,0.869537212040329,0.878313092307137,0.884884817395251,0.889396065698247,0.892004708461029,0.892862175993554,0.892113157394122,0.889907479395636,0.126659219901732,0.102231226436195,0.0810128680097921,0.0640539919647761,0.0517836571762996,0.0442282969585682,0.0412019694336484,0.042266459975376,0.0467907059412929,0.0542210340052057,0.0642110191192631,0.0765026236738347,0.161764231432387,0.138430713197089,0.117332720416548,0.0995889828077843,0.0858377612625168,0.0762647741926439,0.0707730608299558,0.0691183547392261,0.0709871616910467,0.0760547768943895,0.084015223763769,0.0945534877171745,0.521390014212151,0.606276147630371,0.681864021509783,0.737445529645977,0.777112486249998,0.803461717757531,0.815328449848407,0.815824027295668,0.804683341146622,0.782869149071161,0.749533773456237,0.709042405456719,0.412123921071697,0.488808715263313,0.56049605526398,0.620082597742897,0.665881915699292,0.698718211106005,0.718336947825865,0.727472818763389,0.723316561293096,0.708820375526383,0.682845500331565,0.644804099213974,0.989401992981421,0.98648256146275,0.982971108552757,0.979065332656086,0.975325058196145,0.972745359945499,0.973047820985137,0.976907822701231,0.982344406308462,0.98704498951114,0.990862775089631,0.993643278726185,0.992259890340534,0.990528612783631,0.988441698977489,0.986492480058678,0.985020335595349,0.984192095907836,0.984624123920973,0.986137924308029,0.988190743110337,0.990679225137123,0.993062839212263,0.994971866585292,-2.38779470626616,2.42552927650465,-0.189207134638549,0.196633361851201,0.324497464339184,0.536312876315468,0.764966706960516,0.636655484240401,-2.99645316411005,1.45463583842071,-1.58105902445765,-1.01745793537901,-1.6839586275754,3.55851307070183,1.43039632666305,1.46851709377336,1206.07889499363,1.01371530223432
"8",0.647591305054033,0.698383267627466,0.745366723486195,0.787087363361254,0.822869908055444,0.852766633861051,0.87731251959621,0.897260551972338,0.913394820702872,0.926431556381363,0.936981486875647,0.945545711660665,0.552850577509705,0.606283050683157,0.658455644932374,0.707346801901199,0.751423876078913,0.789882598527491,0.822612948597624,0.849991560499998,0.872648074044865,0.89128873754679,0.906592065960126,0.919159876191012,0.127739993366179,0.103766615138628,0.082732863208336,0.066842694447669,0.0568101114673876,0.05158673297589,0.0492665994516126,0.0482652862338456,0.0477105997607235,0.0472500095074051,0.0467917653909595,0.0463469781016969,0.148539420094074,0.129479633379721,0.111410844859732,0.0964564144434421,0.0857754902703241,0.0790971798085715,0.0752156610856433,0.0728645042072511,0.0711911850788523,0.0697685375463851,0.0684394078495719,0.067178377038784,0.378166482408767,0.475390160769622,0.565737262033394,0.642223612086527,0.69771010298371,0.738101435363303,0.765344172141845,0.78401175897551,0.79818815897695,0.807611605808442,0.814822336876202,0.820293752652636,0.265805929121216,0.346258341049587,0.427025678042405,0.504277971453384,0.569170076503304,0.617687365625383,0.65516082033534,0.682012236534901,0.703104608514971,0.718720766210295,0.730422180808065,0.740419450024935,0.867067489823331,0.874979850577494,0.88583164006666,0.90021843147788,0.91829098863773,0.938709291161961,0.956068665572727,0.970077418166907,0.980248520090779,0.987118095862638,0.991712594844686,0.994711807136366,0.833141296898405,0.846367620399032,0.861392301866574,0.880605367044285,0.901574640581097,0.923579663355159,0.944230052491681,0.960741767848412,0.973485809392728,0.982225502114636,0.988511701064248,0.992614779634181,-1.75994778826273,1.9348033855232,-0.422105600475185,0.835894841693233,0.321796742244667,0.452111538003799,0.563919366286432,0.42969021685779,-2.36057595659514,1.1165173673268,-1.52815122995192,0.0435824094897599,-1.09422552855775,2.89686832738325,0.723604012815885,1.7165706977671,1564.59759038002,1.00167925117947
"9",0.739145628869153,0.768180491324422,0.794879087255609,0.818814262420924,0.839810498121761,0.857915298976582,0.873330503100121,0.886338915871055,0.897247889718085,0.90635453401298,0.91392828327042,0.920204710751266,0.698874034310254,0.728882184694408,0.756900181279693,0.782441222839534,0.805242939809701,0.825255305665143,0.84259029094749,0.85746059515841,0.870126781577592,0.880860045487716,0.889919863869167,0.897542736887374,0.123799328548308,0.102013048611696,0.0830370279446073,0.0679390705796755,0.0572763921718509,0.0509402547333933,0.0481855458557766,0.0479493433607934,0.0492718421027966,0.0515062937298113,0.0542970620177793,0.0574776382976368,0.139736873924523,0.121059986238357,0.104981507254887,0.0922965777732665,0.0832833991211454,0.07768200538791,0.0748644586653196,0.074097136270691,0.0747457900716638,0.0763552031784073,0.0786357936860882,0.0814154025808455,0.465255404658832,0.542875417993078,0.612867655099779,0.670426588684468,0.713914987893482,0.74490605212802,0.765021768579979,0.776949492275863,0.782568964018841,0.782518013557467,0.778283728642362,0.772320293475397,0.406718109528354,0.473417440446337,0.533294732468856,0.585499145982157,0.626155437303523,0.654862568472082,0.675488338962929,0.688808119346301,0.695339751675662,0.695588717774986,0.692473218791944,0.686688758539781,0.93815218792385,0.935342880040284,0.933819588527205,0.934015379315647,0.936571440736703,0.942522970554329,0.950846521852672,0.961322179185696,0.970855814502914,0.978670994003068,0.984722899398388,0.989140615159472,0.937802093933679,0.937600321984002,0.938575919463516,0.941407547234709,0.946954984019092,0.953854800065515,0.961719772697547,0.969601878441714,0.976645711577546,0.982588363863524,0.987141771060775,0.990721171275021,-1.96547829991182,1.93446528550197,-0.200494958280693,0.508455556645754,0.394808693941359,0.443078758642538,0.645340290470141,0.424187755921894,-2.61263582543918,1.13229971862273,-1.40540123897491,-0.315793717319523,-1.12969075763548,2.86856084053827,1.1413644546042,1.3518495248418,1328.54731824789,1.01105026551674
"10",0.129275108550207,0.133140482924662,0.138759935482901,0.146620784587759,0.1572557154666,0.171095493510994,0.188206831803301,0.208088463937952,0.229788547120053,0.252298689316444,0.274873607723916,0.297083579444423,0.13571035369374,0.140266141488653,0.146677910184121,0.155402601850008,0.166887410895951,0.181410118245987,0.198859968689957,0.218631379362807,0.239823870226659,0.261601334524279,0.283385622195552,0.304840283236795,0.157860153493266,0.150420782321898,0.143511406362112,0.137924902823431,0.135167071489149,0.137542814017287,0.147160887333935,0.163940042502651,0.18519389249395,0.207555937631114,0.228735119918213,0.247816990396409,0.167175010543335,0.161142709742867,0.155896821157431,0.152211901038342,0.151406195221808,0.155233561093607,0.165045327302035,0.180461590846967,0.199236187731249,0.218783084497044,0.237420334080468,0.254466288148363,0.00830591001697923,0.0127899244733699,0.0184720577264129,0.0253499871120613,0.0322739931065829,0.0379892242104452,0.042085234212299,0.044449372525639,0.0443211023292207,0.0422072507631416,0.0391013665142899,0.0349151175935733,0.00777066909347656,0.0117438061821591,0.016860749597601,0.0225329259030237,0.0281723127100529,0.0332126466311595,0.0372659641292841,0.0391945467572421,0.0393484300828881,0.0384534910817836,0.0358389348522848,0.0323890529504709,0.668092747435518,0.642567877731278,0.621150792255355,0.591049578899928,0.576728339016309,0.58583032103554,0.616930784552687,0.679440096337199,0.753450744641955,0.827522005679351,0.887591098572447,0.931057422441811,0.712723480696999,0.688352314721406,0.669176986863412,0.66033314093148,0.657514986222486,0.667292453390644,0.701128889860869,0.753417965224,0.810560254505007,0.867526188260964,0.912626015554605,0.945084477828997,-1.90644985666849,-1.74467646216815,0.0461434893473158,0.436746071450116,1.08689453392664,0.888745315804884,0.730846859961664,0.702746423493444,-3.96027248073378,-3.17039420508062,-1.39462271440977,-0.792508683587377,0.298510596709986,0.385072768012141,1.48286866454544,2.11307554030752,67.5861097686515,1.02068144191069
