"","psi.pred[1, 1].mean","psi.pred[1, 2].mean","psi.pred[1, 3].mean","psi.pred[1, 4].mean","psi.pred[1, 5].mean","psi.pred[1, 6].mean","psi.pred[1, 7].mean","psi.pred[1, 8].mean","psi.pred[1, 9].mean","psi.pred[1, 10].mean","psi.pred[1, 11].mean","psi.pred[1, 12].mean","psi.pred[2, 1].mean","psi.pred[2, 2].mean","psi.pred[2, 3].mean","psi.pred[2, 4].mean","psi.pred[2, 5].mean","psi.pred[2, 6].mean","psi.pred[2, 7].mean","psi.pred[2, 8].mean","psi.pred[2, 9].mean","psi.pred[2, 10].mean","psi.pred[2, 11].mean","psi.pred[2, 12].mean","psi.pred[1, 1].sd","psi.pred[1, 2].sd","psi.pred[1, 3].sd","psi.pred[1, 4].sd","psi.pred[1, 5].sd","psi.pred[1, 6].sd","psi.pred[1, 7].sd","psi.pred[1, 8].sd","psi.pred[1, 9].sd","psi.pred[1, 10].sd","psi.pred[1, 11].sd","psi.pred[1, 12].sd","psi.pred[2, 1].sd","psi.pred[2, 2].sd","psi.pred[2, 3].sd","psi.pred[2, 4].sd","psi.pred[2, 5].sd","psi.pred[2, 6].sd","psi.pred[2, 7].sd","psi.pred[2, 8].sd","psi.pred[2, 9].sd","psi.pred[2, 10].sd","psi.pred[2, 11].sd","psi.pred[2, 12].sd","psi.pred[1, 1].LCI","psi.pred[1, 2].LCI","psi.pred[1, 3].LCI","psi.pred[1, 4].LCI","psi.pred[1, 5].LCI","psi.pred[1, 6].LCI","psi.pred[1, 7].LCI","psi.pred[1, 8].LCI","psi.pred[1, 9].LCI","psi.pred[1, 10].LCI","psi.pred[1, 11].LCI","psi.pred[1, 12].LCI","psi.pred[2, 1].LCI","psi.pred[2, 2].LCI","psi.pred[2, 3].LCI","psi.pred[2, 4].LCI","psi.pred[2, 5].LCI","psi.pred[2, 6].LCI","psi.pred[2, 7].LCI","psi.pred[2, 8].LCI","psi.pred[2, 9].LCI","psi.pred[2, 10].LCI","psi.pred[2, 11].LCI","psi.pred[2, 12].LCI","psi.pred[1, 1].UCI","psi.pred[1, 2].UCI","psi.pred[1, 3].UCI","psi.pred[1, 4].UCI","psi.pred[1, 5].UCI","psi.pred[1, 6].UCI","psi.pred[1, 7].UCI","psi.pred[1, 8].UCI","psi.pred[1, 9].UCI","psi.pred[1, 10].UCI","psi.pred[1, 11].UCI","psi.pred[1, 12].UCI","psi.pred[2, 1].UCI","psi.pred[2, 2].UCI","psi.pred[2, 3].UCI","psi.pred[2, 4].UCI","psi.pred[2, 5].UCI","psi.pred[2, 6].UCI","psi.pred[2, 7].UCI","psi.pred[2, 8].UCI","psi.pred[2, 9].UCI","psi.pred[2, 10].UCI","psi.pred[2, 11].UCI","psi.pred[2, 12].UCI","int.p.mean","int.psi.mean","beta.site.type[2].mean","beta.year.mean","beta.site.type.year[2].mean","int.p.sd","int.psi.sd","beta.site.type[2].sd","beta.year.sd","beta.site.type.year[2].sd","int.p.LCI","int.psi.LCI","beta.site.type[2].LCI","beta.year.LCI","beta.site.type.year[2].LCI","int.p.UCI","int.psi.UCI","beta.site.type[2].UCI","beta.year.UCI","beta.site.type.year[2].UCI","WAIC","R.hat"
"1",0.797661128470816,0.831141080949846,0.859783591975808,0.88345385253601,0.902537255001238,0.917690137091897,0.929625904354032,0.938994785414344,0.946339585994159,0.952093094488118,0.956592558475365,0.960098367376558,0.758308257398126,0.819927335214676,0.869109540141711,0.905547560841751,0.931357341941873,0.949298929460966,0.961748681498068,0.970451134337783,0.976603942056295,0.981008823955086,0.984199771853373,0.986534317233811,0.110886111144845,0.0843427552445727,0.0632202146390868,0.0484290063887637,0.0396252108673143,0.0354675055421568,0.0342564224045638,0.0346480107367508,0.03588777224218,0.0376477744179973,0.0398173553024017,0.0423715708461513,0.141853246203768,0.101432077706479,0.0698949832091205,0.0493173506621848,0.0374644605331434,0.0309033319088278,0.0271192522032835,0.0247963386764031,0.0233517854957376,0.0225388563075631,0.0222483909086124,0.0224253439233911,0.538152358257263,0.635241909169537,0.714486572286027,0.772187763945902,0.810744816146576,0.834370801713844,0.847742257755008,0.853813466829046,0.85570361688684,0.853743298061975,0.849270725569461,0.842671702130034,0.429367077028,0.579973372063535,0.701798474156291,0.786438994034007,0.83996520953711,0.87156946730632,0.891745897377833,0.904304804721568,0.913183823094921,0.918778680250302,0.922633197086755,0.92627331145083,0.957368967023202,0.956401673601986,0.956841174925424,0.958761782763845,0.963765120414762,0.971140774080578,0.978791828043553,0.985429132976454,0.990400068061145,0.993748587861896,0.995993130934149,0.997467120708438,0.961071521364249,0.964712283346203,0.968959165656704,0.974900009618109,0.982363777534081,0.989113955426278,0.993923175021254,0.996835554526605,0.998409701586798,0.999199914437709,0.999606135042667,0.999810114527822,-0.801537911784472,2.602182772751,0.690432495189919,0.704558208766948,0.584378620639336,0.369167392860938,0.506718774432366,0.701804567191172,0.522902962776234,0.690814036451596,-1.48668554826768,1.67471448542889,-0.634632997568424,-0.302284906423084,-0.743428581707079,-0.0537845264340532,3.66351842267727,2.1058211320549,1.74699129996225,1.96889423324781,2563.70652755564,1.02931987978787
"2",0.335896685245215,0.432234475655641,0.540900771401487,0.650547629927481,0.747971108053451,0.82492961646868,0.880645231199903,0.918914697485629,0.944541122223469,0.961569418294946,0.972916234445658,0.980544064222492,0.328187674370377,0.455788462256245,0.6004753973775,0.735159037357995,0.837164102862322,0.90329506707906,0.9427149372145,0.965509181213393,0.978680429449725,0.986395089759105,0.991003833566675,0.993817750123438,0.170345275565303,0.159018958501241,0.137114654610036,0.109193732765749,0.0834752410289928,0.064960851397238,0.0527362048592439,0.0440415427047475,0.0372445626635419,0.0317466207472237,0.0273250840083516,0.0238339658782005,0.184117009986919,0.17168792287599,0.141416038436571,0.103692385330308,0.0727557727233281,0.0521721885470995,0.0385767789797946,0.0291963040655306,0.0226566410126875,0.018180620949476,0.0152401239641435,0.0134539756010399,0.0879898042389745,0.166920628394177,0.285407509082997,0.432267617005178,0.569941090074285,0.680576745383383,0.758681572618574,0.811308026408007,0.848127694223794,0.875578323294549,0.89775009601245,0.915105648146373,0.0703293772571149,0.163030440392073,0.320518705901038,0.510431687289958,0.669827739193204,0.776994473705034,0.843562013368192,0.886750702035505,0.915488979875084,0.935914605637998,0.950668622815069,0.961634253317453,0.743519172938278,0.780851980188414,0.815850842312042,0.854447264180962,0.893396856101455,0.930993631673857,0.960539487029758,0.979187312772243,0.9897104296652,0.995072247673531,0.99768787100348,0.99891778801501,0.782022483063921,0.829014674546959,0.87254582523013,0.913680577804986,0.950288919207823,0.975914141515312,0.989973462476315,0.996149211659145,0.998565362628971,0.99947843199229,0.999814322503617,0.999934201515536,-1.29938001227652,1.85890941822998,0.845051117737536,1.72655835004372,0.58888302490099,0.496970194627838,0.492417857859138,0.677734481721738,0.577539025869998,0.71850638886545,-2.20932953823893,0.962160575988922,-0.45633095545533,0.578199466437838,-0.792319888339746,-0.24709393271008,2.88347909403807,2.20466679819514,2.84405783161176,2.02588984801495,1784.14844779344,1.03916637011752
"3",0.942600249238718,0.947112453938726,0.95058767030195,0.953080000724103,0.954649549792493,0.955344016268944,0.955187625700736,0.954176457273522,0.952278699618689,0.9494396211896,0.945592286301532,0.940674907357982,0.964043845529229,0.969514256198368,0.973492436977697,0.97621291851237,0.977890082376614,0.978675580682216,0.978645798387208,0.977800986780563,0.976065535912134,0.973289040422449,0.969257481059251,0.963731558892211,0.0537722327101205,0.0432130328549895,0.0349949431368944,0.028997048012052,0.0250940797195219,0.0232391660507964,0.0234381313054767,0.0256778564648806,0.029933646302075,0.0362416655644405,0.0447174180065052,0.0554843424503225,0.0497393861344382,0.0368931790482623,0.0279072946770728,0.0220750454682689,0.0186571629688358,0.0171363130679368,0.0172524094714737,0.0189800070623835,0.0225346157745172,0.0284006651970892,0.0372969250062899,0.0499575849353722,0.794916978933181,0.832041446791698,0.859598558427928,0.880133765602955,0.893351416554871,0.898569646438554,0.897602216787589,0.890302781604038,0.876938858862204,0.855301868910212,0.826411497126433,0.789076216539176,0.820739971099688,0.865429930124179,0.895599577062511,0.915940585917764,0.927855383916222,0.933363591327857,0.932657640440012,0.926745633100571,0.914906188197562,0.894759121040286,0.862829217767354,0.818083673031736,0.995505997691091,0.994113139187771,0.99241247909709,0.990491775225135,0.98873902887916,0.987351198152864,0.987387909732753,0.988557227422947,0.99035923682159,0.992313127102904,0.994043698556145,0.995416493892036,0.999381305081988,0.999089535723971,0.998674920200326,0.99817537800393,0.997622327925662,0.997232002856227,0.997209489737291,0.997579218813239,0.998121074471622,0.998646234471722,0.999045727009943,0.999344817225815,-0.00637948117378046,3.19602010832523,0.932350420998675,-0.00975723841398467,0.00837834454884913,0.273270410394314,0.552762532482552,0.795573849267809,0.572128018114549,0.788277140055671,-0.565366430508934,2.18649427374991,-0.576261796126891,-1.12823620817092,-1.5329124793672,0.527311449726522,4.34500174512831,2.53896146825454,1.12125369973925,1.54384158664031,3067.59680798691,1.02557787600265
"4",0.534316374790437,0.547236577169039,0.560800293273463,0.574531880023717,0.58780206839516,0.599946279677174,0.610424938043642,0.61893881542893,0.625453908950509,0.630151083633151,0.633338150699471,0.635359842134792,0.572093722848294,0.584111509584349,0.596463021972333,0.608331041443495,0.618747953588174,0.626855657680386,0.632143919653395,0.634540529711021,0.63436283315156,0.632195880937958,0.628727698370294,0.624586522756844,0.226651733902252,0.206561730289411,0.186641577708975,0.168696819972529,0.155072935798881,0.147926375699982,0.14822609169229,0.1553354966879,0.167565209970326,0.18302239220525,0.200091301441413,0.217561089199788,0.239886966773852,0.218696694116824,0.198301749011812,0.181018664940629,0.169259981948653,0.16455877187119,0.167039301125608,0.17578750534799,0.189442459376527,0.206445054425608,0.225174794511454,0.244192742795757,0.136709102847278,0.178939719168641,0.22347120276852,0.26522414197822,0.296186196505549,0.317037284840703,0.321518793071824,0.316691141982443,0.299584982647513,0.272906335349683,0.240050393709825,0.20398701688744,0.138893608313804,0.187982633348429,0.236514918599145,0.279790320002965,0.308502611829152,0.323425676413092,0.322358914786732,0.308418137327543,0.281087069647811,0.248857251970642,0.207697086430272,0.164333232260001,0.945993795671741,0.931700629865661,0.915277220104149,0.897998256035959,0.882895229860791,0.873857137171525,0.877684117079727,0.894352560812772,0.917414255078624,0.937815253587584,0.955225516082407,0.968716866402752,0.979843378511354,0.9712923090865,0.96107356844088,0.948841245835838,0.936436175710282,0.929350365277458,0.934335649546245,0.946957146107756,0.961725886457975,0.973659742968733,0.982434179213271,0.988457802518854,-3.18670544359629,0.480137473466565,0.1536020182481,0.174809070718444,-0.0653140410195856,0.647231117565589,0.690240803445758,0.754228472024681,0.649127643665072,0.742201324788613,-4.19167056667828,-0.750476378905314,-1.25993380876988,-1.09996926626424,-1.50401907604358,-1.5103497584987,1.9191635948121,1.70693075297567,1.48945593018295,1.41922989395788,345.701741809423,1.00613487417452
"5",0.764815927688519,0.766186011708731,0.765794362267069,0.763100591621172,0.757608392071843,0.748951277232847,0.736982929718476,0.721863183265465,0.704106624482442,0.68453445649097,0.664108013737757,0.643721321425272,0.717200319352433,0.75533081134741,0.790983530302063,0.822418604630848,0.848655285907438,0.869581643482589,0.885670991600331,0.897622030932194,0.906128685250224,0.911791504614623,0.915114836105629,0.916535712983001,0.179427324091741,0.16101860201811,0.143967863355992,0.129674108262052,0.119801000193772,0.116127336088019,0.120061444432449,0.13188883535452,0.150417239643515,0.173403792918977,0.198370624575767,0.223280961988514,0.19821446281202,0.164879646606648,0.133525144133335,0.10723696991298,0.0878444003761932,0.0754444499330286,0.0690227898006981,0.0673240183609626,0.0693940256784977,0.0746903238718041,0.0828792335072863,0.0935462303453433,0.332994337691634,0.387437032126937,0.43275486896532,0.468151539110941,0.488977948747775,0.4905355934435,0.475715977617501,0.443166651059355,0.392245991642982,0.326867720063876,0.260527391663721,0.199566904048131,0.285157086383211,0.385261556576127,0.489195429072943,0.575526548005151,0.642657492842806,0.690490813887576,0.719008024859671,0.73196393377654,0.729768662105864,0.716954467762496,0.688318362886582,0.651516407304801,0.983894057743389,0.976515179589127,0.966256261038474,0.953165095330935,0.939484249195412,0.930447908340721,0.930733857928594,0.939099373412199,0.949746221639509,0.959578186054874,0.968200685185891,0.976030307286419,0.989577862389096,0.986781516877642,0.983686413496687,0.980201604317313,0.977210400237984,0.97696648347047,0.979825771530969,0.984910770800634,0.990044777086523,0.993793233367826,0.996256170408995,0.99779094281908,-2.49914036875005,1.16802014824505,0.994898828871769,-0.22892973836848,0.809627251459741,0.834577756000648,0.674023418561648,0.75202906198486,0.705115049394205,0.764378606288021,-3.77870319666753,-0.0594462261162957,-0.455387493919774,-1.58140414061873,-0.702648547780366,-0.415184068989735,2.57314792201969,2.49299849030079,1.191297767799,2.27779827446048,626.08834102461,1.03552474208431
"6",0.802693431000061,0.819132004913106,0.833986700836618,0.847119759852477,0.858501539036773,0.868188793948757,0.87629409233618,0.88295774819861,0.888327737105219,0.892547951550345,0.895752779893079,0.898065569474848,0.590856563940221,0.627531028534868,0.663621110276837,0.69775713610386,0.728888273255106,0.756462305789469,0.78037337938496,0.800808204633762,0.818103323292599,0.832648291819696,0.844830231541045,0.855006327912558,0.104432952644635,0.0860486019311959,0.0703519757623298,0.0580443110834767,0.0496405462034444,0.0453227633346377,0.0447330335185486,0.0470370356931215,0.0513277050755862,0.0569350566698142,0.0634573873754388,0.0706678524871444,0.157941499025761,0.134658015845,0.113686732598586,0.0975917980391135,0.0877560372315144,0.083813296675493,0.084211706562308,0.0872592296836293,0.0917352452476449,0.0969362627888541,0.102503091379898,0.108258758449723,0.554919114884248,0.618795699554457,0.672201781190292,0.715085737146341,0.747537711719468,0.766615913933647,0.775476083824476,0.7755574748756,0.768768731047976,0.75662890062611,0.739777484339094,0.719408468896618,0.276533207563663,0.354520130260904,0.428604574244126,0.494402810821924,0.545840600139263,0.582483159722576,0.606953056857432,0.617837062916395,0.619126477875669,0.612894026481875,0.602687271232137,0.588993932707412,0.954418622819751,0.949445324226864,0.944250696179576,0.941076392081546,0.939898161844131,0.942751124947516,0.94897026099758,0.957453604460446,0.966365002506634,0.973760506879743,0.980046262863042,0.985023800579721,0.875683740079263,0.870387983362022,0.868886257593698,0.873664020571007,0.88817986342483,0.910640387692447,0.934571967895639,0.954848011208987,0.969853497756607,0.980399565319305,0.987291898460254,0.991894432866189,-1.74448773717526,1.98480470661167,-0.711229555394693,0.287565524235872,0.273931017342583,0.284941018329436,0.416164811841863,0.589229116277683,0.428936152207889,0.594618030638919,-2.28038607075811,1.22418038474188,-1.82122217729055,-0.525489305617566,-0.860615011887308,-1.11774633528536,2.84822478219299,0.50586320363127,1.15721690778135,1.4916374902004,1594.24136909439,1.00708400906686
"7",0.847438010647752,0.864994833361894,0.880281917884514,0.893016205072144,0.903179033536046,0.910938629991386,0.916543982413492,0.920246681392369,0.922263513387452,0.922769401158863,0.921908163691397,0.919811246175399,0.783568803917962,0.813085761032778,0.840875218045489,0.864362495328802,0.882080615244886,0.893996841529039,0.900782817195853,0.903127908990983,0.901494902252648,0.896166074228674,0.887430628611098,0.875786546931648,0.126244227226165,0.101062044620399,0.0793560926230021,0.0621724587735649,0.0499226421558679,0.0425679765747606,0.0397708377962782,0.0408940311813783,0.0451723412289866,0.0520154807519734,0.0610900564156591,0.0721821524453294,0.219884305695564,0.179648152562747,0.140680444775866,0.108657830164344,0.0864614874762217,0.0733888320869389,0.0676731299803587,0.0682176868624014,0.0748138408999302,0.0877110491034226,0.106868789221565,0.131225275092487,0.522736919406822,0.608447815855481,0.682856765029359,0.742337309901394,0.783307446241034,0.809805663844698,0.821724222727201,0.822532980324859,0.812967418355184,0.793551820979726,0.764807585967642,0.726749001183209,0.247224324521511,0.372387674753842,0.500745715464083,0.602046950537098,0.67270248139126,0.713833272255924,0.736461109610325,0.738331464550271,0.722120693664205,0.6812565817298,0.614568091230435,0.528298202557756,0.98902807487985,0.986350357810052,0.983226118745618,0.97967282034035,0.976098559785168,0.974129880968909,0.975293124977896,0.979411714159946,0.98453916306909,0.988967560557871,0.992391611813162,0.994776807487947,0.997987821144005,0.996896853318745,0.99526251316228,0.993010228306405,0.990135771427439,0.987347694938834,0.987646349888755,0.991389983388623,0.99487148186609,0.997224005493345,0.998505406898273,0.999219651880295,-2.36913785807611,2.47773281837344,-0.0404029480267781,0.251217932992727,-0.00849715442105748,0.390296576021463,0.540893511781947,0.804396412130272,0.636032328773047,0.909275059110805,-2.98089711138004,1.49972894971266,-1.52046113665873,-0.958588662247355,-1.73617706212659,-1.52760284019947,3.64231523712944,1.61719584070376,1.52916853724711,1.82154545766985,1207.28621954364,1.00846345442573
"8",0.699175755087404,0.737231153661011,0.77227348408261,0.803391925337802,0.830191906799492,0.852745776262762,0.87142960094112,0.886755819696541,0.899256812875946,0.909422691822493,0.917676803177613,0.924372200118785,0.447181724438572,0.525018385739817,0.606363808700699,0.68433289991041,0.752678781700277,0.80831247930144,0.851411339017727,0.883917552823693,0.908176003371823,0.926268695099609,0.939832143169075,0.95008365290307,0.13123773579108,0.105193395242304,0.0826363486123614,0.0656423642181317,0.0552400847330609,0.050855828796195,0.0506132673021496,0.0525593077024483,0.0554575242694378,0.0587335680924531,0.0621793967903495,0.0657440562638712,0.177079949679898,0.154133298757288,0.127587482854425,0.103759580362881,0.0877374943816651,0.0791517339808561,0.0744409613361615,0.071008037650872,0.0679311535778641,0.0651018839106808,0.0626233072568875,0.0605909785895487,0.413907061838211,0.506683548363626,0.59161489256596,0.659407710478575,0.708763986864714,0.740566822671858,0.756955462139944,0.764214225526463,0.766232466482689,0.762706545571768,0.756004692902124,0.748082789993626,0.141193881664817,0.232837698011259,0.350073319342721,0.468136202142411,0.565523026077516,0.635103191155467,0.681155107862031,0.713100079347813,0.735171572504552,0.753094087459895,0.767332603988842,0.77906598359037,0.913018817248969,0.910888977638866,0.910623287107791,0.914140438394497,0.922826812202014,0.937164737366281,0.952955415246754,0.966508183444829,0.977209961062454,0.984746127848416,0.989800498191953,0.99318762754475,0.807944808106633,0.823372073194281,0.843874551029259,0.870446178205787,0.902845059936653,0.937364657151882,0.963859133193404,0.980322549797998,0.989770760395936,0.994712166640935,0.99737393561731,0.998695643516888,-1.73545871819705,1.90536581535519,-0.200675035290413,0.638116433385474,0.63563523944699,0.315885878207838,0.444499818172052,0.61934565782398,0.482250166187401,0.654555152680421,-2.31814614787994,1.09716981457261,-1.38156868807587,-0.270788900032663,-0.627029507119035,-1.03098836021013,2.84102625371724,1.06695691280673,1.60916056410853,1.94221574929281,1564.76065081466,1.01504294999537
"9",0.751124831331156,0.778020910725409,0.802721836084761,0.824778347540112,0.843992581808626,0.860395868999566,0.87417857766989,0.885613438708244,0.89499734411853,0.902616570919757,0.908730452310378,0.913566619262977,0.659264727945375,0.70410477731314,0.746385523361304,0.783889462910747,0.815417074118984,0.840900445027081,0.860980599582749,0.876543647833111,0.888451792455955,0.897442286024598,0.904114410439534,0.908950019573482,0.130850384194049,0.107563505308405,0.0870202038278497,0.0704227372605056,0.0585241272146817,0.0514588157595615,0.0486609266719589,0.0490645877001068,0.0515820665237582,0.055440725809029,0.0602058384429756,0.0656601427505413,0.177666295361265,0.145493796272704,0.116508235139934,0.0946758642165715,0.0815430742006992,0.075726938633152,0.0746929935939676,0.0764543551788435,0.079952558846114,0.0847476121679485,0.0906767066482387,0.0976368628660725,0.462404259206937,0.540660723270092,0.611419288235156,0.670915347279157,0.71598050529883,0.746414324265841,0.764297993345219,0.772594327573304,0.773128395562044,0.768536409778186,0.757203557853578,0.742722593341812,0.290521806477098,0.39656967972598,0.500093690178566,0.581963485472859,0.639638372811576,0.674040868569026,0.692743531565712,0.6995695836863,0.694607994088912,0.682966814076875,0.665600716188679,0.639997256878315,0.954071104881767,0.949349636952953,0.945019876920055,0.942001443564617,0.941332067663337,0.944203171192631,0.951860256909329,0.961607167822237,0.970974115059641,0.978712415178108,0.984884296706221,0.989284246647063,0.959271741209542,0.955187529035154,0.951167930574634,0.949051143415328,0.95265127272413,0.961176404431586,0.9720742901061,0.982037264382703,0.989238370307102,0.99364520352088,0.99632329199043,0.997898628149148,-1.97740819776042,1.95165604752515,-0.062090017877121,0.456348213580889,0.249262869690556,0.383293134284405,0.451186360211001,0.682511669594831,0.471000683039735,0.692024886850355,-2.62165816280441,1.13829222728456,-1.32386580189285,-0.482266790366582,-1.07970600003238,-1.11623051375603,2.89811369889606,1.36746758157013,1.37668704437346,1.65110023167893,1329.78359629054,1.00626525964608
"10",0.163731804725374,0.167006760290917,0.172315427968153,0.180145668878258,0.190969841008496,0.205112457632814,0.222555725781736,0.242764914374865,0.264743829537423,0.287386439892743,0.30982516511454,0.331534889516755,0.142158232030289,0.147776000748609,0.156394600716356,0.169153164789108,0.187348255519387,0.211954242585355,0.242628809037864,0.276971564321408,0.311667610776266,0.344637501693032,0.375315004535517,0.403753405635251,0.19063031812413,0.181830379733034,0.174032804846229,0.168176458928381,0.165659006648737,0.168173134291688,0.17704416561643,0.192187300873892,0.211664837967548,0.232729497033247,0.253212499277254,0.272006437716683,0.200240395361397,0.193207974892831,0.186816202106231,0.18206301689426,0.18095219916279,0.186715694032114,0.202284843453234,0.22634363451177,0.252743446249674,0.27631923863157,0.295702268073654,0.311479113053591,0.00820156178382861,0.0129042890300582,0.018946610355547,0.0267022317822894,0.0342922437253146,0.0403811170094472,0.0437604495671195,0.0445467824424342,0.0420027827697824,0.0376343628342913,0.0328064470334592,0.027999398853386,0.00236412439833713,0.00484876954021305,0.00927409983729502,0.0158905209466686,0.0237233165513548,0.0316529924664578,0.0372118986325622,0.0401349928156404,0.0396081723185947,0.0369846075369465,0.0325041294129368,0.027839197794879,0.785041361185796,0.752959538470875,0.726454747258582,0.697858026688306,0.686336138714605,0.692419453738848,0.719825764533941,0.760973647325169,0.816763319528348,0.871810272832051,0.916607824259323,0.947303229001097,0.851938125066701,0.826833410562302,0.79556397303659,0.771369371388997,0.755550353930381,0.762069711830971,0.798053312577546,0.859379491374679,0.916687285996002,0.957590569656551,0.980450940822166,0.991387399585768,-1.91982961427566,-1.5435643623663,0.0479651274761898,0.407675404292768,0.306928777922516,1.12092361282223,1.00900041081112,0.783036350055834,0.774017684628311,0.810709925975403,-4.0109409369382,-3.11372918572344,-1.4756140571527,-1.01469240155407,-1.23249071163529,0.318906622941985,0.861043462504904,1.61611537809674,2.14610154197443,1.99210880228229,68.5622164839812,1.01822971977185
