"","psi.pred[1, 1].mean","psi.pred[1, 2].mean","psi.pred[1, 3].mean","psi.pred[1, 4].mean","psi.pred[1, 5].mean","psi.pred[1, 6].mean","psi.pred[1, 7].mean","psi.pred[1, 8].mean","psi.pred[1, 9].mean","psi.pred[1, 10].mean","psi.pred[1, 11].mean","psi.pred[1, 12].mean","psi.pred[2, 1].mean","psi.pred[2, 2].mean","psi.pred[2, 3].mean","psi.pred[2, 4].mean","psi.pred[2, 5].mean","psi.pred[2, 6].mean","psi.pred[2, 7].mean","psi.pred[2, 8].mean","psi.pred[2, 9].mean","psi.pred[2, 10].mean","psi.pred[2, 11].mean","psi.pred[2, 12].mean","psi.pred[1, 1].sd","psi.pred[1, 2].sd","psi.pred[1, 3].sd","psi.pred[1, 4].sd","psi.pred[1, 5].sd","psi.pred[1, 6].sd","psi.pred[1, 7].sd","psi.pred[1, 8].sd","psi.pred[1, 9].sd","psi.pred[1, 10].sd","psi.pred[1, 11].sd","psi.pred[1, 12].sd","psi.pred[2, 1].sd","psi.pred[2, 2].sd","psi.pred[2, 3].sd","psi.pred[2, 4].sd","psi.pred[2, 5].sd","psi.pred[2, 6].sd","psi.pred[2, 7].sd","psi.pred[2, 8].sd","psi.pred[2, 9].sd","psi.pred[2, 10].sd","psi.pred[2, 11].sd","psi.pred[2, 12].sd","psi.pred[1, 1].LCI","psi.pred[1, 2].LCI","psi.pred[1, 3].LCI","psi.pred[1, 4].LCI","psi.pred[1, 5].LCI","psi.pred[1, 6].LCI","psi.pred[1, 7].LCI","psi.pred[1, 8].LCI","psi.pred[1, 9].LCI","psi.pred[1, 10].LCI","psi.pred[1, 11].LCI","psi.pred[1, 12].LCI","psi.pred[2, 1].LCI","psi.pred[2, 2].LCI","psi.pred[2, 3].LCI","psi.pred[2, 4].LCI","psi.pred[2, 5].LCI","psi.pred[2, 6].LCI","psi.pred[2, 7].LCI","psi.pred[2, 8].LCI","psi.pred[2, 9].LCI","psi.pred[2, 10].LCI","psi.pred[2, 11].LCI","psi.pred[2, 12].LCI","psi.pred[1, 1].UCI","psi.pred[1, 2].UCI","psi.pred[1, 3].UCI","psi.pred[1, 4].UCI","psi.pred[1, 5].UCI","psi.pred[1, 6].UCI","psi.pred[1, 7].UCI","psi.pred[1, 8].UCI","psi.pred[1, 9].UCI","psi.pred[1, 10].UCI","psi.pred[1, 11].UCI","psi.pred[1, 12].UCI","psi.pred[2, 1].UCI","psi.pred[2, 2].UCI","psi.pred[2, 3].UCI","psi.pred[2, 4].UCI","psi.pred[2, 5].UCI","psi.pred[2, 6].UCI","psi.pred[2, 7].UCI","psi.pred[2, 8].UCI","psi.pred[2, 9].UCI","psi.pred[2, 10].UCI","psi.pred[2, 11].UCI","psi.pred[2, 12].UCI","int.p.mean","int.psi.mean","beta.site.type[2].mean","beta.year.mean","beta.year2.mean","beta.site.type.year[2].mean","beta.site.type.year2[2].mean","int.p.sd","int.psi.sd","beta.site.type[2].sd","beta.year.sd","beta.year2.sd","beta.site.type.year[2].sd","beta.site.type.year2[2].sd","int.p.LCI","int.psi.LCI","beta.site.type[2].LCI","beta.year.LCI","beta.year2.LCI","beta.site.type.year[2].LCI","beta.site.type.year2[2].LCI","int.p.UCI","int.psi.UCI","beta.site.type[2].UCI","beta.year.UCI","beta.year2.UCI","beta.site.type.year[2].UCI","beta.site.type.year2[2].UCI","WAIC","R.hat"
"1",0.817800409316481,0.845465430704326,0.865756084433224,0.88197689754028,0.897150093998812,0.91253277315299,0.92770157176948,0.941283335882302,0.95186788253861,0.958562134752568,0.960859015910563,0.958143737685273,0.73414492645042,0.815232519674871,0.870377198959066,0.906373331357854,0.931565791938404,0.950218565128243,0.963922398099842,0.973321383864384,0.978937952477042,0.981152339388733,0.979656981690186,0.972644261750356,0.134422953008826,0.0893380430641349,0.0640751654858829,0.0535360579835455,0.0487068245205733,0.044007716269718,0.0387189325740758,0.0346476330729823,0.0336398410432458,0.036832679081769,0.0460079882920291,0.0648299289144585,0.17423605694059,0.106359186000181,0.0715385764371045,0.056500191697891,0.0465365199836414,0.0372612157265725,0.0291122495507813,0.023421227243608,0.0210704460135803,0.0229998279169116,0.032198388679112,0.0561717862047911,0.48100381223565,0.629122979596452,0.715982278789621,0.757202331423351,0.779798864465119,0.805429983314915,0.8326500970811,0.854744452659867,0.86527528863741,0.860723130464536,0.829267911006502,0.761541445972698,0.33048360277309,0.558962156112035,0.696808948788681,0.766081986016628,0.809608433786695,0.8527687398436,0.886480385980777,0.910335712566938,0.921873275073803,0.91656342583045,0.885697700941225,0.805318333908028,0.982382901944533,0.969831769691333,0.960991722292234,0.961792133250717,0.967655608533485,0.974601286513141,0.980534134921381,0.986521830901418,0.99233375373666,0.996628818059524,0.998879701122377,0.99970494370217,0.973089474214846,0.966605207362779,0.970271008483519,0.979979674486036,0.987892156602327,0.992456522429959,0.995183424335568,0.997139093734581,0.998623633140643,0.999516485976505,0.999870488054057,0.9999739914092,-0.786945867513351,2.57828014171845,0.820713837609026,0.802573086489619,0.193044304346548,0.531817732044706,-0.239102448266222,0.397852519872618,0.576702443650375,0.761027973939675,0.58897285617149,0.557705366320691,0.734674018220053,0.667806031259156,-1.59140776433411,1.51407924687782,-0.625138589762201,-0.259301935306023,-0.846772620803548,-0.889152361188466,-1.53635685360898,-0.0253970127874285,3.77850588367401,2.34172061419547,2.03629142687812,1.3358578008237,2.02113668694641,1.07957719723059,2563.69807219426,1.00549865240839
"2",0.230133056250881,0.354290227197777,0.517897745609695,0.674560217614918,0.788572521788908,0.860827721054417,0.904800741651623,0.931082565491406,0.945830262529838,0.952062571058872,0.950319203189884,0.938380386158514,0.222866524357371,0.389380211426459,0.603203477821943,0.775997068837381,0.877027431947906,0.930003778302098,0.957478043038518,0.971573352341948,0.978110932854306,0.979440266488995,0.97513746787342,0.960968201410886,0.199710853766862,0.182671753612284,0.147398649317641,0.108962422324853,0.0818154132880662,0.0628646414457446,0.0486726878769769,0.0389269945850329,0.0344680616005395,0.0365652550498251,0.0480339661622017,0.0757083890150798,0.193655665601518,0.184412376355658,0.146618709880297,0.102320822971105,0.0692282728122322,0.0465743097363275,0.0321843619370356,0.0242551491361316,0.0215970972351185,0.024532834282403,0.0372614636825295,0.071520613113587,0.0195359321155073,0.0859017361150647,0.246013716076631,0.448778392645885,0.605383541299009,0.713884000989446,0.786096504426037,0.834670636212129,0.85855688067121,0.857088654539182,0.819167111535943,0.721197111954339,0.0162959858969029,0.0967376108629788,0.308399046120635,0.544623671261551,0.707159875270845,0.81082307120067,0.873432396193156,0.907137680593999,0.91929092704443,0.910915959990858,0.866009207957967,0.745061374596822,0.805291011262396,0.802694220622223,0.823025172029275,0.869687457467247,0.921228965377981,0.954871801541405,0.972834371187599,0.982977925971258,0.989708785514348,0.994383470914205,0.997384526776139,0.998945533233504,0.776883069739413,0.811619844177194,0.875707598098779,0.93665061145525,0.971950233236064,0.987348140897292,0.993649523714324,0.996624674123708,0.998389824052791,0.999362900909491,0.999793374286467,0.999943883230008,-1.23762826540257,2.16338141058306,0.941116236063533,1.64831283688734,-0.504126186316883,0.437368421255189,-0.138314000553659,0.487679838301696,0.565247143150917,0.733335981682994,0.548979974123623,0.567528558625896,0.735331884579345,0.692938214287976,-2.17507486895822,1.11688510215882,-0.475005497573241,0.621126830893208,-1.53943241211368,-0.951075611414976,-1.47559953794732,-0.207111659999132,3.32445420852925,2.42007234575174,2.77244788347422,0.698423276451647,1.91280276226603,1.25687889729939,1784.47527164712,1.01042016604888
"3",0.986470736706787,0.980629024350138,0.970404024936391,0.955547201331171,0.939106113199705,0.927718601881349,0.927334865086395,0.938124293535498,0.954346445779424,0.969317519793325,0.979796037262276,0.985871344963563,0.991317208323107,0.989436056376738,0.984819065360578,0.976840313129629,0.966675045667414,0.958925112564675,0.958772094491046,0.966310165684095,0.97644238707938,0.984499803578086,0.989200706824664,0.991125305593534,0.0285456665405017,0.0270667560030982,0.028577265788019,0.0320604450542745,0.0368023079408034,0.0407526534300522,0.0409728156913149,0.0374306249221501,0.0329674358792697,0.0295751181799699,0.0280739755619773,0.0294803278603043,0.0270685208432357,0.0223339678925448,0.022628976553117,0.0261322161325588,0.0314275472779904,0.0358509467206762,0.0359013752401764,0.0315939905643219,0.0263297860527865,0.0227750882741059,0.0225683173598086,0.027644535576332,0.905837794968233,0.901938277713658,0.890744703064861,0.873057690270144,0.846800126974271,0.826799946667687,0.824804393445302,0.843523162215436,0.869109730127907,0.888628784938079,0.899436566370924,0.904431998668049,0.921842773353001,0.924073823498713,0.919253576648803,0.903784729405752,0.880651050212157,0.861447488865131,0.861658511513798,0.880225063493616,0.902611152552086,0.918458459329549,0.923794722308927,0.921675694996172,0.999954559305935,0.999610137079993,0.997913721663399,0.993252684729648,0.986444276712624,0.981956154562963,0.981659173261624,0.986222086084382,0.993105933478636,0.997881328437633,0.999600868192047,0.999953487772503,0.999998900680827,0.999978434449342,0.999783392601237,0.998879458438295,0.997083731778491,0.995609180618927,0.99562519333776,0.99708584982429,0.998864072254228,0.999769523884633,0.999977000535378,0.999998830515558,-0.00543526107643604,2.67980958307079,0.786722071512072,-0.0205350804777655,1.31178452236621,0.00510463290833616,0.408159029014529,0.270805511494351,0.616950711618346,0.827545989973899,0.721531291400764,0.748347228511532,0.897725702698598,0.898222846042855,-0.552128236784184,1.5399635268126,-0.77749340086071,-1.44362516494997,-0.0590716997445465,-1.75245186303638,-1.29914972534868,0.551125576163062,3.95312913600547,2.46102295608298,1.40001075355421,2.85823783065884,1.75471835869535,2.22454759136192,3067.50487349556,1.00251862641881
"4",0.453247223738346,0.501490630679288,0.551558630266053,0.593770615980211,0.624071156997727,0.643804215589243,0.654835437160372,0.656640139442379,0.645733739940126,0.618289626081695,0.576175789554742,0.52896805657286,0.530431814752198,0.577672213311162,0.621505637377647,0.652935865067275,0.672125567355202,0.684118687884907,0.691978440882161,0.693979696971671,0.683638334553904,0.654070364941996,0.607398947930831,0.557258003892049,0.308177641877918,0.258376051396691,0.20768685841715,0.170519052692871,0.152062369790366,0.144889637243219,0.142332844661897,0.147359606798404,0.169692206986983,0.213052487365449,0.268529214107922,0.3220432053066,0.317532512205959,0.263601400793599,0.214114611856814,0.183530317996979,0.171148242438698,0.166277573964315,0.162970468172026,0.165726624952852,0.185708520477343,0.228919535942689,0.287510859768041,0.343638950905449,0.0337291006552448,0.0974496371648105,0.19188952130249,0.277347912026612,0.327810769578806,0.350851526064183,0.36167981680753,0.35655114971816,0.312683404831679,0.223701899928284,0.118160871189219,0.0439657349146535,0.0405897099527792,0.119327114062996,0.225216783895147,0.297921469585746,0.32952944033196,0.341927554380976,0.352642916410095,0.349784271441005,0.311579545774848,0.22232562804272,0.110063036744356,0.0341458000463211,0.992700705055285,0.976511544261255,0.946731766670922,0.916698271907621,0.898823508064989,0.895437848872258,0.899186536025187,0.908494957337453,0.935115956316694,0.967812965504273,0.988855894160655,0.997284016500498,0.9987909035735,0.994359247407237,0.982804432316846,0.966400859834717,0.955859603484259,0.952875567016819,0.952545684691458,0.957600322910264,0.974145759932894,0.99077218177006,0.997896137654565,0.999684408505028,-3.14829735406152,0.692993739929387,0.253367600275517,0.186320452818269,-0.226088587255729,-0.0503679563915269,0.127383390521531,0.639925347964655,0.703940376468746,0.784078592021538,0.659290948908188,0.846384110446813,0.7636307611146,0.79023195505124,-4.16963872758334,-0.591818815382277,-1.23588482577078,-1.09544129811802,-1.57398327407429,-1.5228661188155,-1.38024822300574,-1.57624671189013,2.16418600093462,1.85143820844837,1.57595917750408,1.75966822621062,1.51171834827772,1.74968687023309,346.552843733389,1.00582317560611
"5",0.694137096327241,0.731413035535205,0.758256773388537,0.771496870461487,0.77314842501796,0.766850394911825,0.754862195440714,0.736843799966693,0.710206597631898,0.672547735067724,0.625815566860718,0.577450924288272,0.768678169477164,0.803121707195718,0.829837289587127,0.848256763900374,0.861594833541407,0.873643340058276,0.886887091150578,0.901413861178673,0.915041390933585,0.924632340923218,0.927364860886315,0.921320104553882,0.270311815990422,0.213001349116405,0.163602051906358,0.130845031712158,0.115095604338144,0.111944519233514,0.11737330031871,0.131425334926108,0.158129058141974,0.20059739286294,0.254198363701097,0.30750802352317,0.230214703733266,0.176365124714431,0.136291562262965,0.111195931173022,0.095356408949154,0.0845406668612092,0.0768425917977821,0.0711283540900982,0.0681563628556987,0.0713969783785311,0.0859171095096748,0.116059393137492,0.122764422165679,0.254793587410205,0.385411366959148,0.476151678519437,0.512069598233895,0.51274315339766,0.489541763347817,0.44461571594748,0.375175541725952,0.266709173151641,0.146429999983845,0.0576412272028637,0.2301734273828,0.395196532961915,0.514194226770204,0.585856769548835,0.62976239692274,0.665044928080156,0.694260651225048,0.71941342426386,0.736773147014279,0.733473247228518,0.685233567408676,0.571441848854556,0.997689683202717,0.992619028240728,0.981625779958348,0.963995608193302,0.946942491966623,0.937554247273883,0.937263656802305,0.94502012469141,0.961152488113937,0.978969790334214,0.991119332205502,0.997154866805945,0.999907499412804,0.999400517178468,0.997371694207909,0.991985697189155,0.984818058214041,0.981910608240089,0.983047079137175,0.987108254656815,0.992387197724497,0.996946667837584,0.999196084970482,0.999856706699057,-2.61572972552592,1.27512579024825,0.954306246394297,-0.238256959730403,-0.0856102982777309,0.695165867163558,0.448779002564879,0.746705102396455,0.682650544184748,0.783806835346065,0.752547315666375,0.750966967721382,0.836011028457977,0.807305635967311,-3.77804691311958,0.0176838886404452,-0.556751180123986,-1.72960515861377,-1.38560475925179,-0.995099700591584,-1.09760946584661,-0.809039434735131,2.6955966166091,2.5234869690859,1.29558543452145,1.54578832311635,2.30285886216686,2.07287044781164,627.7370161689,1.00556837194471
"6",0.877131038877208,0.868032447104976,0.856393684505363,0.845916941086155,0.840783140071916,0.843930830293748,0.855925120444739,0.874746140535288,0.896453203903556,0.91673084165453,0.932574473133316,0.942886536497485,0.543055934816928,0.60452219416845,0.660445759210793,0.706012256708705,0.742100289243442,0.771307592380689,0.795394945793865,0.814714358243304,0.828368665328813,0.834511166651201,0.8307409288268,0.815081223495238,0.106296035313847,0.0843248720872547,0.0699389687967525,0.0636217104415428,0.0628452748847874,0.0626619169507347,0.0599692666353999,0.0554966247865994,0.0523454090444897,0.0528802960680586,0.0576856403517882,0.0672868009372998,0.202999183253821,0.151846747720292,0.117491800492729,0.104170630533743,0.101339718111956,0.0995464582059283,0.095953535071388,0.0918526065863094,0.0909575959269561,0.098533979884099,0.119929744619692,0.157853465072269,0.596701172541345,0.661614694106668,0.69613347549999,0.702614810056581,0.699041913487678,0.702424312555486,0.718270770966526,0.744544611877817,0.772143592018601,0.786604565324795,0.781175031525093,0.754425142597545,0.163604209620954,0.300684587376233,0.418706273445645,0.4876082152328,0.524779580260683,0.55202808349377,0.580729437915828,0.609512806048124,0.624717790919195,0.610387974432501,0.548300527178796,0.425124911488277,0.992569553187455,0.980603689441196,0.962894782781249,0.946933314100356,0.940321317447192,0.942046852137826,0.948435240844366,0.958710133980978,0.973054004798418,0.986442405378904,0.994779376574849,0.998456450535044,0.916272112199895,0.88412944368344,0.87158960779538,0.888722716878746,0.913726725030497,0.93385413019487,0.948836898200292,0.961149474068104,0.972845600553594,0.984411600782605,0.992401958270445,0.996893950833307,-1.7219297064433,1.80969010191237,-0.412011492985871,0.362071982715786,0.48215069916056,0.223366059277689,-0.600895478689549,0.296041722555889,0.500147057819766,0.664467104374771,0.498748655966797,0.493974514383267,0.628137497400916,0.590813901671681,-2.2493427249731,0.88693513113087,-1.67599519537986,-0.592622295519336,-0.427760309536005,-0.967123598059927,-1.75611085460566,-1.08446567075572,2.84459431364846,0.93556849397975,1.36948268821359,1.50568150065949,1.51643737643223,0.56291445750667,1595.73423203304,1.00484527890264
"7",0.889951476201989,0.904174575458443,0.910927237100489,0.910951047851759,0.907608666745308,0.905268640548736,0.907461265734025,0.915128153013971,0.926313720610178,0.937534423451052,0.945641308122514,0.948668519166851,0.681905459273697,0.760705339439783,0.83168872514595,0.876737275243065,0.89837936350309,0.906344713555925,0.908059621340376,0.907215625723799,0.903829856368542,0.894658166983763,0.873403996404361,0.832960525937538,0.158182874405831,0.112128762223848,0.078958241325963,0.0592922171588695,0.0503200934487914,0.0489052667993457,0.0498214499381867,0.0494212228936001,0.0482088197240661,0.0488898783109495,0.0546223218063088,0.0692376499360423,0.331007793277427,0.246804924328962,0.161525059398174,0.103651730660396,0.0745676298604203,0.0647317671963104,0.0656023673769551,0.0705252797266868,0.0773615229194594,0.0900646285172199,0.120094723518708,0.179289903899845,0.423163764271436,0.589853319454037,0.702887879747052,0.7639302694079,0.785165979449586,0.786204563061448,0.784809992303427,0.790692821444681,0.804658528762054,0.810319357764998,0.795977743565387,0.744068355548927,0.0687943177477736,0.229344895363812,0.461365566941086,0.629741470549159,0.713473432025036,0.74282289761784,0.739278639001924,0.726613385406619,0.708189346191813,0.673385433384357,0.575017379804938,0.376799213554158,0.999747878862948,0.998654264293527,0.995041831607819,0.987014114494491,0.977308119953532,0.973378083816084,0.975336917098024,0.98021752820585,0.987295963253094,0.993939705160383,0.998014090913667,0.999542471844639,0.999971624731662,0.999775527545425,0.998786003993485,0.995779833135049,0.990614991572096,0.987382033914193,0.988634110649082,0.991554366783312,0.99525786905684,0.998097376580335,0.999510257497065,0.999913753050485,-2.38358055839,2.39823053248853,0.143693743175906,0.133197145348168,0.538902586848589,-0.00273030618258751,-0.510005019871599,0.327334984369137,0.595156234288766,0.792422884231827,0.750682587561307,0.749575262453611,0.904764088480487,0.88181306161664,-2.99512345467756,1.29036796877014,-1.3422294708516,-1.41715697489923,-0.803094003770832,-1.8803864737545,-2.09631884698563,-1.65902166332184,3.62161941771144,1.78360286792825,1.53699173904081,2.1280379179135,1.73346926134889,1.37034297008917,1207.32258199519,1.00970857016793
"8",0.662529675058087,0.726635463328011,0.777224252986049,0.814671089469009,0.842900319272783,0.865087783240381,0.882643603862896,0.89555325654849,0.902913887003537,0.903222797082888,0.894317688584313,0.873730854981587,0.379538281165539,0.491470849576793,0.608767726020077,0.707746148987493,0.781769662547811,0.834977640707166,0.872203800944304,0.896373845645604,0.908970978259096,0.910148374908225,0.898225646501554,0.870549864000726,0.176384871263163,0.119863227749316,0.0841259457008677,0.0681734464379219,0.061062804679543,0.0556399520996216,0.0509289522068638,0.0492020286645276,0.0534079478638394,0.0662146646053339,0.0913053489175724,0.13284038746754,0.205783754495946,0.165629869440476,0.129682069163921,0.108039632696624,0.093683180737501,0.0802238225342119,0.0688010687545058,0.0627776791004696,0.0647313442467653,0.0777075611421966,0.107446494596302,0.158599656706343,0.288435413679074,0.464207598166379,0.591260281400491,0.662290122176478,0.704382365870269,0.737191484981666,0.764678988202324,0.78071477708331,0.776292386368318,0.744018994879652,0.66215261732669,0.519626625926758,0.0658345048111833,0.185688154620698,0.346042244557065,0.477023373726722,0.570376689196267,0.648138767215849,0.707091918789827,0.743367076460984,0.747888349886301,0.711533516283543,0.61342564473563,0.435422465305582,0.94382740443943,0.924410840499686,0.917219395654791,0.925202266105382,0.939983591720957,0.951684812345983,0.960538029133901,0.969190754908618,0.979454402828914,0.98905190630167,0.99522479085445,0.998260159239915,0.82495497114247,0.816893180146191,0.845431080667624,0.894481852033942,0.932134054922346,0.955899365896121,0.97094279040595,0.982077236968411,0.990568876222466,0.99610602241828,0.998715075093362,0.999642962190163,-1.75413581801869,2.03131337596726,-0.116937175274857,0.610371512147694,-0.125544218499051,0.574429191887532,-0.175573384273735,0.337313410478344,0.503819783369189,0.664645420814378,0.527380291974495,0.51380768057179,0.675178669071648,0.61961646662341,-2.35813226804591,1.10455009096542,-1.3911849783665,-0.30442434965889,-1.04973582237146,-0.691093238736005,-1.38975358355434,-1.0076410088413,3.08456346645721,1.23052748666669,1.7568326774387,0.969773822414512,1.96609363393706,1.05355629128519,1564.74221295668,1.0087648916674
"9",0.856359176692984,0.850323194936987,0.841605089635701,0.833405696384428,0.830144848551715,0.835622495948869,0.851066921396406,0.874258636296523,0.900288099369096,0.923832212486623,0.941576411800415,0.952824397515029,0.725862879716972,0.746496470416651,0.765241668992042,0.783269521723241,0.80327785476368,0.826861697474111,0.853024383378728,0.878457075798589,0.89942928757484,0.913501366332539,0.919666171438532,0.91787663098316,0.140156020734186,0.113790318387549,0.0937897289812624,0.0804558891345941,0.0729940083467952,0.0688287753971535,0.0645202188296785,0.0590521532577419,0.0543675305685884,0.0525969438659079,0.0545313527942358,0.0610047770259971,0.20870812202884,0.162325652232392,0.130055566257758,0.111436520247428,0.100328682048662,0.0924691366241265,0.0866928382075946,0.0831383902665596,0.0823741254575867,0.0865343307488473,0.0995147388975062,0.124674196549095,0.492148907514726,0.579635408865557,0.632504615821273,0.654019558677594,0.664651876510841,0.678396016366999,0.701719532564057,0.735810472719086,0.770203420259862,0.792462075835037,0.796811760869884,0.779058705320857,0.27103102892899,0.40895055623517,0.497918325132673,0.54469856278497,0.578408224748664,0.611217997536163,0.646010213370332,0.6740204400424,0.692655061144776,0.686311948690722,0.641999403401622,0.542671230182848,0.998141500042925,0.992916722656753,0.980211207792237,0.960779849840769,0.945560480013619,0.942796771769434,0.950256538584799,0.962577407815131,0.977648296731127,0.990202881597465,0.99686592998332,0.999268115148518,0.998815724626554,0.995111558159594,0.985371315759044,0.971447890748445,0.961825724675651,0.964379907713165,0.973484745062085,0.984898768726001,0.993803214242454,0.998250677840607,0.999653870055544,0.999950621460392,-1.9783804421728,1.76481153479201,0.0595634668735002,0.444872978933914,0.591259894082164,0.377312416671792,-0.170637820984378,0.366778215073541,0.526097882171324,0.734249681019484,0.609152783920919,0.587424122292802,0.836338106719439,0.743417266469986,-2.64506556618835,0.792520863667847,-1.32837739904853,-0.806449327652724,-0.439362188053427,-1.22962098260787,-1.57962718412157,-1.16035478079641,2.85226380186207,1.56149738173695,1.64180145062809,1.86497003642966,2.07193656782957,1.36105130219198,1334.37146502924,1.00515318869529
"10",0.0196637810621691,0.0329411932151392,0.0592496056812391,0.103375096198039,0.159449323228566,0.207411186925239,0.226371862767241,0.208716435785806,0.163646346776043,0.112062874338834,0.0714756310084571,0.0461859611068999,0.0101450901299022,0.0189573480264585,0.0411272346444392,0.0892463422337961,0.16609267484886,0.243972839625166,0.282758444690989,0.263579942739621,0.19811923854364,0.123306473560385,0.0698678895455735,0.0409888976810618,0.0696767238352957,0.0732721233345813,0.0812204323958884,0.0938917985140757,0.107949619340019,0.118511446995658,0.122641519890758,0.121321288845158,0.118091011276968,0.114306098808147,0.110027512509813,0.106811928245878,0.0538513568041487,0.0586237949385058,0.0721288845464959,0.0975534139836401,0.127097973315738,0.147064509463681,0.153196618750433,0.149897132827355,0.142169892894503,0.131267198605303,0.119308434518203,0.11057282502738,3.79625960124685e-05,0.000457678610671607,0.0032062689081071,0.0139116537086944,0.0352388336203904,0.057538512780485,0.0672106636746915,0.0571680393949287,0.0326151351987086,0.010942162910893,0.00219369694509751,0.000251119332062644,1.06519457896204e-06,3.79097314863136e-05,0.000679048845900482,0.00593918170057305,0.024804313456357,0.0534398726293271,0.0711145404793361,0.0616502643711859,0.0303716017816905,0.00720316211746546,0.000762265682498466,3.98128166213765e-05,0.139039312684152,0.196962794054784,0.265518643198989,0.358180321289581,0.452775325120927,0.524177709013971,0.552058849665927,0.532874689561644,0.487479418966704,0.43215149333857,0.381122553825361,0.332446982970308,0.0721205608167645,0.128557653925005,0.22148175166917,0.357292069713249,0.508909508055478,0.617271873765106,0.659724356419692,0.638644347547149,0.573706330307459,0.486634679942964,0.396752156769613,0.327143390261,-1.71951231069233,-1.3828291895292,0.256081322868571,0.457327299233067,-1.61222787330052,0.395781950342349,-0.654614762386073,1.07125605685736,0.707836901334917,0.735906154175352,0.706820186854343,0.749110704583661,0.835616778777226,0.857052732372986,-3.6324429550004,-2.66981055181227,-1.18745458722313,-0.907005128526494,-3.13007629023953,-1.21242028814796,-2.38169712673738,0.468245586922575,0.180419152187625,1.7106332186581,1.86976015445814,-0.203932917814094,2.07419562671484,0.969593630854721,65.9197156211479,1.00240465301104
