"","psi.pred[1, 1].mean","psi.pred[1, 2].mean","psi.pred[1, 3].mean","psi.pred[1, 4].mean","psi.pred[1, 5].mean","psi.pred[1, 6].mean","psi.pred[1, 7].mean","psi.pred[1, 8].mean","psi.pred[1, 9].mean","psi.pred[1, 10].mean","psi.pred[1, 11].mean","psi.pred[1, 12].mean","psi.pred[2, 1].mean","psi.pred[2, 2].mean","psi.pred[2, 3].mean","psi.pred[2, 4].mean","psi.pred[2, 5].mean","psi.pred[2, 6].mean","psi.pred[2, 7].mean","psi.pred[2, 8].mean","psi.pred[2, 9].mean","psi.pred[2, 10].mean","psi.pred[2, 11].mean","psi.pred[2, 12].mean","psi.pred[1, 1].sd","psi.pred[1, 2].sd","psi.pred[1, 3].sd","psi.pred[1, 4].sd","psi.pred[1, 5].sd","psi.pred[1, 6].sd","psi.pred[1, 7].sd","psi.pred[1, 8].sd","psi.pred[1, 9].sd","psi.pred[1, 10].sd","psi.pred[1, 11].sd","psi.pred[1, 12].sd","psi.pred[2, 1].sd","psi.pred[2, 2].sd","psi.pred[2, 3].sd","psi.pred[2, 4].sd","psi.pred[2, 5].sd","psi.pred[2, 6].sd","psi.pred[2, 7].sd","psi.pred[2, 8].sd","psi.pred[2, 9].sd","psi.pred[2, 10].sd","psi.pred[2, 11].sd","psi.pred[2, 12].sd","psi.pred[1, 1].LCI","psi.pred[1, 2].LCI","psi.pred[1, 3].LCI","psi.pred[1, 4].LCI","psi.pred[1, 5].LCI","psi.pred[1, 6].LCI","psi.pred[1, 7].LCI","psi.pred[1, 8].LCI","psi.pred[1, 9].LCI","psi.pred[1, 10].LCI","psi.pred[1, 11].LCI","psi.pred[1, 12].LCI","psi.pred[2, 1].LCI","psi.pred[2, 2].LCI","psi.pred[2, 3].LCI","psi.pred[2, 4].LCI","psi.pred[2, 5].LCI","psi.pred[2, 6].LCI","psi.pred[2, 7].LCI","psi.pred[2, 8].LCI","psi.pred[2, 9].LCI","psi.pred[2, 10].LCI","psi.pred[2, 11].LCI","psi.pred[2, 12].LCI","psi.pred[1, 1].UCI","psi.pred[1, 2].UCI","psi.pred[1, 3].UCI","psi.pred[1, 4].UCI","psi.pred[1, 5].UCI","psi.pred[1, 6].UCI","psi.pred[1, 7].UCI","psi.pred[1, 8].UCI","psi.pred[1, 9].UCI","psi.pred[1, 10].UCI","psi.pred[1, 11].UCI","psi.pred[1, 12].UCI","psi.pred[2, 1].UCI","psi.pred[2, 2].UCI","psi.pred[2, 3].UCI","psi.pred[2, 4].UCI","psi.pred[2, 5].UCI","psi.pred[2, 6].UCI","psi.pred[2, 7].UCI","psi.pred[2, 8].UCI","psi.pred[2, 9].UCI","psi.pred[2, 10].UCI","psi.pred[2, 11].UCI","psi.pred[2, 12].UCI","int.p.mean","int.psi.mean","beta.year.mean","beta.year2.mean","int.p.sd","int.psi.sd","beta.year.sd","beta.year2.sd","int.p.LCI","int.psi.LCI","beta.year.LCI","beta.year2.LCI","int.p.UCI","int.psi.UCI","beta.year.UCI","beta.year2.UCI","WAIC","R.hat"
"1",0.792122256392802,0.83274548516921,0.86303326193637,0.886658740711503,0.906633390999643,0.924260282986875,0.939564612164215,0.952023196042498,0.96117168404561,0.966825787594599,0.968871090704761,0.966831937902063,0.792122256392802,0.83274548516921,0.86303326193637,0.886658740711503,0.906633390999643,0.924260282986875,0.939564612164215,0.952023196042498,0.96117168404561,0.966825787594599,0.968871090704761,0.966831937902063,0.116998202996466,0.0732980427057689,0.0524199952435683,0.0451474238212171,0.0410869623859158,0.0361672300866657,0.0307060912885163,0.0264394604489352,0.0248014632701465,0.0265668485921888,0.0329332976569452,0.0470003600804113,0.116998202996466,0.0732980427057689,0.0524199952435683,0.0451474238212171,0.0410869623859158,0.0361672300866657,0.0307060912885163,0.0264394604489352,0.0248014632701465,0.0265668485921888,0.0329332976569452,0.0470003600804113,0.517825859499073,0.665292671480223,0.744414212488698,0.781454599817728,0.808588360208113,0.837166837738698,0.864460859711688,0.886190160387425,0.898848977164479,0.897486850484536,0.877165693309248,0.828614209823023,0.517825859499073,0.665292671480223,0.744414212488698,0.781454599817728,0.808588360208113,0.837166837738698,0.864460859711688,0.886190160387425,0.898848977164479,0.897486850484536,0.877165693309248,0.828614209823023,0.960597870603504,0.947531059400584,0.946956669796934,0.95629158149546,0.967701536297601,0.976163697541235,0.982109920434992,0.987577810672101,0.992975375323966,0.996865159897678,0.998864934446999,0.999656244530272,0.960597870603504,0.947531059400584,0.946956669796934,0.95629158149546,0.967701536297601,0.976163697541235,0.982109920434992,0.987577810672101,0.992975375323966,0.996865159897678,0.998864934446999,0.999656244530272,-0.770906920859437,2.74165213391512,0.924080679164793,0.0745828556613892,0.412735173701845,0.539374136120454,0.537354920072836,0.494553931627458,-1.56357995596313,1.74704287162843,-0.0162512872565221,-0.844009155383839,0.102905301006303,3.86150325269084,2.09185785564879,1.09482381680106,2563.8342567029,1.01062677323063
"2",0.209545645411331,0.361062866012802,0.550234327609675,0.714569688739602,0.823720349011967,0.888344236109755,0.925537688231635,0.946649666814386,0.957905983881928,0.962272394920182,0.960289971141735,0.949797249163329,0.209545645411331,0.361062866012802,0.550234327609675,0.714569688739602,0.823720349011967,0.888344236109755,0.925537688231635,0.946649666814386,0.957905983881928,0.962272394920182,0.960289971141735,0.949797249163329,0.147188210395756,0.138701394815376,0.111235916765742,0.083995008118901,0.0642145432620861,0.0482396630646007,0.0360026996169214,0.0281473229137711,0.0248806051632106,0.0266011937533628,0.0353994315874943,0.057568225990052,0.147188210395756,0.138701394815376,0.111235916765742,0.083995008118901,0.0642145432620861,0.0482396630646007,0.0360026996169214,0.0281473229137711,0.0248806051632106,0.0266011937533628,0.0353994315874943,0.057568225990052,0.0338048719417825,0.135141322039509,0.337485006050951,0.536749602383356,0.680383133521635,0.775823955614867,0.838496647357224,0.878539162017006,0.896646260246715,0.895691373423856,0.866960680275694,0.789000956597979,0.0338048719417825,0.135141322039509,0.337485006050951,0.536749602383356,0.680383133521635,0.775823955614867,0.838496647357224,0.878539162017006,0.896646260246715,0.895691373423856,0.866960680275694,0.789000956597979,0.589452922275295,0.671472808685573,0.766661467556199,0.86510232206788,0.928422319974683,0.961560137776751,0.977519763541528,0.985878611411826,0.991231954097155,0.99511235213001,0.997520337898849,0.99887413155259,0.589452922275295,0.671472808685573,0.766661467556199,0.86510232206788,0.928422319974683,0.961560137776751,0.977519763541528,0.985878611411826,0.991231954097155,0.99511235213001,0.997520337898849,0.99887413155259,-1.213293262097,2.41434569804595,1.69278014087996,-0.589551931515531,0.488774078118199,0.522666339190421,0.485519906842298,0.483459645141634,-2.16454843930447,1.45416801496143,0.821397013424348,-1.50245467006337,-0.23901769056044,3.51420521095491,2.7317155510852,0.393029323242847,1784.66789068914,1.00566673195639
"3",0.989916766447719,0.984613331432988,0.97541550241511,0.962054238000337,0.947287982481941,0.937166094084967,0.937090538742651,0.947085574061335,0.961780192228693,0.975131832495727,0.984366438148692,0.989726617201232,0.989916766447719,0.984613331432988,0.97541550241511,0.962054238000337,0.947287982481941,0.937166094084967,0.937090538742651,0.947085574061335,0.961780192228693,0.975131832495727,0.984366438148692,0.989726617201232,0.0197291020090725,0.0199010724768145,0.0221389663307064,0.0258323731688131,0.0304351708815823,0.0340735733687059,0.0341875900397498,0.0307846959563001,0.0263486401180952,0.0226603798446933,0.0203245987021367,0.0199409622005327,0.0197291020090725,0.0199010724768145,0.0221389663307064,0.0258323731688131,0.0304351708815823,0.0340735733687059,0.0341875900397498,0.0307846959563001,0.0263486401180952,0.0226603798446933,0.0203245987021367,0.0199409622005327,0.934050756379588,0.927417336982196,0.915847415932964,0.896514479782722,0.870821565170161,0.852483351663996,0.851580110746314,0.869088848827461,0.893680663431857,0.913855750390358,0.926709680069084,0.932945622754247,0.934050756379588,0.927417336982196,0.915847415932964,0.896514479782722,0.870821565170161,0.852483351663996,0.851580110746314,0.869088848827461,0.893680663431857,0.913855750390358,0.926709680069084,0.932945622754247,0.999958288101392,0.999644451038792,0.998073454063069,0.993709415289621,0.987584705113086,0.983519504453542,0.983470606081273,0.987533374987516,0.993747581929526,0.99805675541451,0.999628460538551,0.999956663795129,0.999958288101392,0.999644451038792,0.998073454063069,0.993709415289621,0.987584705113086,0.983519504453542,0.983470606081273,0.987533374987516,0.993747581929526,0.99805675541451,0.999628460538551,0.999956663795129,0.0371275983103345,2.82185995853872,-0.00269658173734382,1.33723185815885,0.293804941867312,0.591100607116643,0.70450841723804,0.728242236612594,-0.523470878422815,1.73079538398245,-1.38273712763898,0.0105595689241947,0.69494939999149,4.05664682947695,1.38146855643482,2.8569692589573,3067.66208689104,1.00166435137804
"4",0.401822297548344,0.467027596913039,0.53145348370017,0.583196999598468,0.61824196854459,0.638211341506762,0.644962277417943,0.637979686594609,0.614157448662773,0.570406228499399,0.509906998880086,0.44526107419953,0.401822297548344,0.467027596913039,0.53145348370017,0.583196999598468,0.61824196854459,0.638211341506762,0.644962277417943,0.637979686594609,0.614157448662773,0.570406228499399,0.509906998880086,0.44526107419953,0.266536328349842,0.220697155679043,0.178384441824791,0.151689041040891,0.140225017709901,0.135916989639667,0.134344808887915,0.138391726017052,0.155745797359047,0.191707198438296,0.241940920354852,0.292570668972624,0.266536328349842,0.220697155679043,0.178384441824791,0.151689041040891,0.140225017709901,0.135916989639667,0.134344808887915,0.138391726017052,0.155745797359047,0.191707198438296,0.241940920354852,0.292570668972624,0.0525244513366069,0.133074805478098,0.236048555724128,0.314595394629164,0.355711739923891,0.375303322476793,0.382276196558467,0.372568737466039,0.333258431359729,0.253348012949991,0.146530292316022,0.058878122565598,0.0525244513366069,0.133074805478098,0.236048555724128,0.314595394629164,0.355711739923891,0.375303322476793,0.382276196558467,0.372568737466039,0.333258431359729,0.253348012949991,0.146530292316022,0.058878122565598,0.981445588155291,0.956926168710922,0.922562614289993,0.898367574637741,0.889922177128093,0.891572833270713,0.891108147440729,0.893698684191401,0.918865880169824,0.956057321867332,0.981589834783304,0.994284110054499,0.981445588155291,0.956926168710922,0.922562614289993,0.898367574637741,0.889922177128093,0.891572833270713,0.891108147440729,0.893698684191401,0.918865880169824,0.956057321867332,0.981589834783304,0.994284110054499,-3.13771483603685,0.653012627309234,0.109472535278697,-0.383508345365088,0.596320323208366,0.66069206779362,0.555079229845343,0.718790111274253,-4.11952296281952,-0.48767195679126,-0.940519564319742,-1.52789832966832,-1.68722435668628,2.10255595758033,1.34627819420901,1.443512893423,341.807230919042,1.00778624172036
"5",0.743835452282306,0.768400107615416,0.786622655463633,0.799317208607997,0.809533216591126,0.820271133216923,0.832955753779163,0.846851397688818,0.859396272470598,0.867229831787731,0.867426122007628,0.858639292086249,0.743835452282306,0.768400107615416,0.786622655463633,0.799317208607997,0.809533216591126,0.820271133216923,0.832955753779163,0.846851397688818,0.859396272470598,0.867229831787731,0.867426122007628,0.858639292086249,0.204829417927132,0.157019454098701,0.12157074254729,0.100091379982749,0.0889673912086122,0.083650001175186,0.0810214501099498,0.0808108031140823,0.0854657337351217,0.0984867487148814,0.123046206990688,0.160062765795076,0.204829417927132,0.157019454098701,0.12157074254729,0.100091379982749,0.0889673912086122,0.083650001175186,0.0810214501099498,0.0808108031140823,0.0854657337351217,0.0984867487148814,0.123046206990688,0.160062765795076,0.281148738337048,0.423939105946486,0.524779228227768,0.581497521759716,0.608461264982433,0.626903269623462,0.643261614564051,0.656180133322319,0.656362921862656,0.625135699582529,0.548854383751403,0.420016150342049,0.281148738337048,0.423939105946486,0.524779228227768,0.581497521759716,0.608461264982433,0.626903269623462,0.643261614564051,0.656180133322319,0.656362921862656,0.625135699582529,0.548854383751403,0.420016150342049,0.997840356058724,0.99283120692908,0.981234622402852,0.964157782809311,0.950904195504744,0.948725071400311,0.95418736147229,0.964910075026683,0.978590050900617,0.989851010748665,0.996423534546799,0.999025288571467,0.997840356058724,0.99283120692908,0.981234622402852,0.964157782809311,0.950904195504744,0.948725071400311,0.95418736147229,0.964910075026683,0.978590050900617,0.989851010748665,0.996423534546799,0.999025288571467,-2.63570196345465,1.67493212505621,0.352630815098963,0.206755155827958,0.7853899129716,0.611400932620922,0.696837815182475,0.652138115541038,-3.87232858033782,0.553663311182655,-1.06815057969519,-0.902373143060841,-0.725548755353872,2.95248633812799,1.75288333649251,1.6610846443976,629.077230709978,1.04291814440573
"6",0.743691832970344,0.761833272924931,0.776657477136764,0.789940912207945,0.803557067282345,0.81862028461164,0.835243127608679,0.852603975562872,0.869199357441743,0.883254987393721,0.893146130144102,0.897642588841552,0.743691832970344,0.761833272924931,0.776657477136764,0.789940912207945,0.803557067282345,0.81862028461164,0.835243127608679,0.852603975562872,0.869199357441743,0.883254987393721,0.893146130144102,0.897642588841552,0.130311839478342,0.0928534041850858,0.0707438095659187,0.062923496665629,0.062137542094426,0.0617923012411484,0.0596084530842265,0.0565363151144379,0.0551700807258761,0.0582171106665616,0.0675059750858582,0.0843785091446751,0.130311839478342,0.0928534041850858,0.0707438095659187,0.062923496665629,0.062137542094426,0.0617923012411484,0.0596084530842265,0.0565363151144379,0.0551700807258761,0.0582171106665616,0.0675059750858582,0.0843785091446751,0.455145685293471,0.560672179291064,0.625410115151708,0.654776450812515,0.669827950054868,0.683218240927315,0.704267590403626,0.727585267816221,0.747609389240204,0.752578220744697,0.731611896503081,0.679488521989295,0.455145685293471,0.560672179291064,0.625410115151708,0.654776450812515,0.669827950054868,0.683218240927315,0.704267590403626,0.727585267816221,0.747609389240204,0.752578220744697,0.731611896503081,0.679488521989295,0.949442959779027,0.921955304572505,0.902369006672049,0.899385376986315,0.909400548480223,0.92255230522593,0.933878810492194,0.945823945322582,0.960182544959456,0.975339089731113,0.987499432283688,0.994627940971344,0.949442959779027,0.921955304572505,0.902369006672049,0.899385376986315,0.909400548480223,0.92255230522593,0.933878810492194,0.945823945322582,0.960182544959456,0.975339089731113,0.987499432283688,0.994627940971344,-1.755437666041,1.62547049446264,0.449540936068287,0.114346053343786,0.275260558740386,0.445614780333643,0.407758869221681,0.389310070194867,-2.26841727541717,0.814750249206482,-0.280495911341331,-0.604383257760089,-1.17511060136579,2.56273816119534,1.32709381737656,0.933174452782192,1597.44164615062,1.0069861176284
"7",0.846822125854408,0.876546991187765,0.895479693126739,0.903343737110342,0.90380779639984,0.901648757783035,0.901013639375499,0.903925961358216,0.909713233327686,0.915742031472178,0.918642875513858,0.915126919218837,0.846822125854408,0.876546991187765,0.895479693126739,0.903343737110342,0.90380779639984,0.901648757783035,0.901013639375499,0.903925961358216,0.909713233327686,0.915742031472178,0.918642875513858,0.915126919218837,0.201815080363585,0.140721620198575,0.0943205151519068,0.065240439097963,0.0502713245730769,0.0465085772199832,0.0485129295274594,0.0510329598274002,0.0529819655915934,0.0567150335287324,0.0669160416392254,0.0897848337653229,0.201815080363585,0.140721620198575,0.0943205151519068,0.065240439097963,0.0502713245730769,0.0465085772199832,0.0485129295274594,0.0510329598274002,0.0529819655915934,0.0567150335287324,0.0669160416392254,0.0897848337653229,0.319227764375719,0.517316153604603,0.662820323532725,0.747307882721984,0.785536641432326,0.791423848350994,0.785608195597356,0.781429902639637,0.782733091419545,0.781442196204909,0.751709375722608,0.673464297659567,0.319227764375719,0.517316153604603,0.662820323532725,0.747307882721984,0.785536641432326,0.791423848350994,0.785608195597356,0.781429902639637,0.782733091419545,0.781442196204909,0.751709375722608,0.673464297659567,0.999767155850462,0.998770397490781,0.995311025260056,0.98734176188699,0.976830879175725,0.970653580936178,0.971076097228997,0.97606000072724,0.983782458423101,0.992205609460888,0.997365916776776,0.999380232532101,0.999767155850462,0.998770397490781,0.995311025260056,0.98734176188699,0.976830879175725,0.970653580936178,0.971076097228997,0.97606000072724,0.983782458423101,0.992205609460888,0.997365916776776,0.999380232532101,-2.39183834455444,2.3239943193091,0.00262034844161197,0.361351937120446,0.31374136032458,0.553844827136441,0.784064507731332,0.793825549539949,-2.98457221872979,1.31672384908897,-1.60720001933658,-0.981593117663512,-1.72652082799393,3.47831886234397,1.43264850530546,2.06957114458051,1208.21667202423,1.00337264167039
"8",0.538647409931356,0.635851763323452,0.716777342397965,0.77723099632006,0.820931625695734,0.852508459427059,0.874967523838979,0.889684697929907,0.8968548489734,0.895651401397615,0.884014545105866,0.858820727151664,0.538647409931356,0.635851763323452,0.716777342397965,0.77723099632006,0.820931625695734,0.852508459427059,0.874967523838979,0.889684697929907,0.8968548489734,0.895651401397615,0.884014545105866,0.858820727151664,0.159910842199601,0.1100316294236,0.0789658438628795,0.066256254775382,0.0596799991577238,0.0534190211815835,0.0479313926460513,0.0457839211419566,0.049482476143828,0.0613077955456835,0.0850037186036362,0.125741941140514,0.159910842199601,0.1100316294236,0.0789658438628795,0.066256254775382,0.0596799991577238,0.0534190211815835,0.0479313926460513,0.0457839211419566,0.049482476143828,0.0613077955456835,0.0850037186036362,0.125741941140514,0.236952987868088,0.411764762688845,0.551646040065802,0.634301233529558,0.687609026023648,0.731292002300792,0.766596240796492,0.785627930894359,0.783782059539016,0.755531078075045,0.683001435305907,0.548361993571532,0.236952987868088,0.411764762688845,0.551646040065802,0.634301233529558,0.687609026023648,0.731292002300792,0.766596240796492,0.785627930894359,0.783782059539016,0.755531078075045,0.683001435305907,0.548361993571532,0.841789267520436,0.839237353523403,0.859192074771544,0.892002289065111,0.920921612843513,0.939701308671021,0.951422774538753,0.96196574482576,0.974670516911924,0.985713386782221,0.993144663205109,0.997082010598023,0.841789267520436,0.839237353523403,0.859192074771544,0.892002289065111,0.920921612843513,0.939701308671021,0.951422774538753,0.96196574482576,0.974670516911924,0.985713386782221,0.993144663205109,0.997082010598023,-1.73763945667687,1.92577431279544,0.720678216911207,-0.278545710794738,0.320975444005036,0.447515981707341,0.467850866513955,0.446738110618215,-2.30727882068323,1.10458316684583,-0.0529174299819361,-1.0740523677939,-1.06662522408542,2.86530563085969,1.78784840403169,0.676361189464678,1563.96253112824,1.00524188682974
"9",0.777686584569954,0.786077802951931,0.793124555809285,0.801101290246009,0.812451090919246,0.828647262357885,0.84948927376834,0.872955538341168,0.895867118941466,0.915202950481682,0.929169089826771,0.937292578160387,0.777686584569954,0.786077802951931,0.793124555809285,0.801101290246009,0.812451090919246,0.828647262357885,0.84948927376834,0.872955538341168,0.895867118941466,0.915202950481682,0.929169089826771,0.937292578160387,0.146403571224869,0.111335812947026,0.0874415896740472,0.0741159754111862,0.0674780198023296,0.063113663532655,0.0585958148768337,0.0542761228320073,0.052047749822109,0.05332352359095,0.0588437362070174,0.0697534935770753,0.146403571224869,0.111335812947026,0.0874415896740472,0.0741159754111862,0.0674780198023296,0.063113663532655,0.0585958148768337,0.0542761228320073,0.052047749822109,0.05332352359095,0.0588437362070174,0.0697534935770753,0.453550194933921,0.555576590215405,0.618394505806292,0.647010644191528,0.666156768285146,0.689575557853865,0.718535664100903,0.750141319585302,0.775120815573198,0.787014092200526,0.776634693562181,0.74408893259837,0.453550194933921,0.555576590215405,0.618394505806292,0.647010644191528,0.666156768285146,0.689575557853865,0.718535664100903,0.750141319585302,0.775120815573198,0.787014092200526,0.776634693562181,0.74408893259837,0.993251810875885,0.981466733235047,0.96182131070361,0.938768621412616,0.927800589166224,0.933134654383009,0.94421737936801,0.958672080694312,0.97512722117467,0.988072330559683,0.99563669950962,0.998764475290642,0.993251810875885,0.981466733235047,0.96182131070361,0.938768621412616,0.927800589166224,0.933134654383009,0.94421737936801,0.958672080694312,0.97512722117467,0.988072330559683,0.99563669950962,0.998764475290642,-1.99468977298826,1.72046320617748,0.588114052463363,0.333824763331759,0.370730941256183,0.473801306019775,0.543762210816544,0.514944113911765,-2.6325329333182,0.861196776880282,-0.493683161140388,-0.536612313631182,-1.16753249263582,2.71992205456796,1.68647956815075,1.48495106111722,1331.35874406546,1.00954933079038
"10",0.0134355841210604,0.0253329998033215,0.0504963556419452,0.0951043856420839,0.154515142848555,0.20782604702517,0.23156380956406,0.21586548758737,0.168980991016205,0.113195375404261,0.0689688233201104,0.0419532372175446,0.0134355841210604,0.0253329998033215,0.0504963556419452,0.0951043856420839,0.154515142848555,0.20782604702517,0.23156380956406,0.21586548758737,0.168980991016205,0.113195375404261,0.0689688233201104,0.0419532372175446,0.0489993897460475,0.0539340713657416,0.0639393563179782,0.0790916076269902,0.0950947495483297,0.106694723620409,0.111038328318159,0.109195137553447,0.105557256348776,0.10246109949295,0.0992786976796197,0.0966555162829961,0.0489993897460475,0.0539340713657416,0.0639393563179782,0.0790916076269902,0.0950947495483297,0.106694723620409,0.111038328318159,0.109195137553447,0.105557256348776,0.10246109949295,0.0992786976796197,0.0966555162829961,3.81630030005167e-05,0.000467453367163893,0.00354650499605154,0.0159048269829936,0.0412676399381776,0.0677257377284607,0.080348078685006,0.0715065645406722,0.042803818157191,0.0154041025755714,0.00312163538387696,0.000361969346161461,3.81630030005167e-05,0.000467453367163893,0.00354650499605154,0.0159048269829936,0.0412676399381776,0.0677257377284607,0.080348078685006,0.0715065645406722,0.042803818157191,0.0154041025755714,0.00312163538387696,0.000361969346161461,0.0884242253653629,0.134466809483375,0.201892097519997,0.301094436021175,0.402588793739322,0.480117844336267,0.510774138094353,0.494199745185253,0.437967295275964,0.373760119617512,0.316514448203225,0.261775194458526,0.0884242253653629,0.134466809483375,0.201892097519997,0.301094436021175,0.402588793739322,0.480117844336267,0.510774138094353,0.494199745185253,0.437967295275964,0.373760119617512,0.316514448203225,0.261775194458526,-1.69370309408061,-1.33862216666787,0.551674063564668,-1.64989686618392,1.05466849450775,0.63053774993104,0.66461554456716,0.718909705107425,-3.62442433412282,-2.48897629820284,-0.722854693660774,-3.10739230349545,0.43472530824157,0.0117756742538614,1.9045309917437,-0.291479649869179,65.5339625456045,1.01014938325091
